id_annonce,site,prix,surface,prix_m2,type,description,description_detail,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,statut,derniere_verification_http,sur_carte,source_localisation,precision_localisation,position_fiable,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
577,Vizzit,488.0,12.0,40.67,Studio,12 m² - Studio,"Tous nos rendez-vous de visite se prennent en ligne sur notre site internet GLV Immobilier, rubrique ""Location"". GLV Immobilier vous propose à la location ce studio meublé entièrement rénové situé 10 rue de l'Arc, à 5 minutes à pied du Quai du Wault et proche de toutes commodités. Il comprend un séjour avec cuisine équipée (lave-linge, micro -onde, plaques, évier, vaisselles), une salle de douche avec WC et un espace nuit en mezzanine (matelas, couette et oreiller fournis). Loyer CC : 518,35 Euros dont 90 Euros de charges comprenant l'eau froide, internet et l'entretien des parties communes avec régularisation annuelle.",59000,Lille,50.63606,3.05838,https://www.vizzit.fr/fr/property/appartement/lille/Af2nzrvtfzw17fle,,2026-09-25,active,,True,gps,,True,Lille-Centre,Studio/T1,,0,45.0,84,450.0,1,421.0,1,291.0,12,311.0,1,218.0,3,364.0,6,494.0,1,100.0,3,234.0,11,789.0,0,93.0,5,224.0,4,946.0,0,1357.0,0,475.0,1,308.0,3,1098.0,0,1724.0,0
578,Vizzit,1333.0,114.0,11.69,Appartement,4 pièce - 3 chambre - 114 m² - s - s,"LILLE - Caulier - A proximité du métro Caulier, des commerces et à 8 minutes de Lille Europe, Jolie maison 1930 large de 115 m² habitables, MEUBLEE. Dans une rue calme, elle se compose d'un hall, un grand salon-séjour parqueté, une cuisine, une buanderie. Une cour agréable complète le RDC. Aux étages trois chambres: deux chambres avec grand lit, une chambre d'enfant, et une salle de bains. Elle est lumineuse et impeccable. Location meublée. Disponible à partir du Classe énergétique: DPE E (309) GES C (11) – DPE réalisé le . Montant estimé des dépenses annuelles d'énergie pour un usage standard: entre 2740€ et 3760€ (prix moyens des énergies indexés sur les annéesutilisés pour établir cette estimation) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques: Zone soumise à encadrement des loyers - loyer de base = € - loyer de référence majoré (loyer à ne pas dépasser) = € Honoraires de 1 283,13 € TTC à la charge du locataire comprenant 125 € TTC pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 13.10 €/mois. Loyer de base 1414.56 €/mois. Dépôt de garantie 2 829,12 €. Classe énergie E, Classe climat C Montant estimé des dépenses annuelles d'énergie pour un usage standard: entre 2740.00 € et 3760.00 € sur les années 2021, 2022 et 2023 (abonnements compris).",59000,Lille,50.63608,3.08494,https://www.vizzit.fr/fr/property/immobilier/lille/Ascuwtksroc4ej39,,2026-09-25,active,,True,gps,,True,Fives,Grand (T4+),,0,81.0,4,911.0,0,1627.0,0,1440.0,0,179.0,1,152.0,5,1300.0,0,491.0,1,204.0,1,541.0,0,1951.0,0,269.0,8,604.0,0,979.0,0,517.0,0,1727.0,0,994.0,0,783.0,0,901.0,0
579,Vizzit,537.0,39.0,13.77,Studio,39 m² - Studio,"Dans une copropriété arborée et calme, située à proximité des commerces et des transports (métro Lomme-Lambersart et Canteleu), ce studio vous offre une entrée avec placard, une pièce de vie lumineuse donnant sur le parc (persiennes aux fenêtres), une cuisine ouverte (branchement machine à laver et meubles) et une salle de bains avec WC. Il est possible de stationner dans la résidence. Une cave complète ce bien.",59000,Lille,50.63614,3.01982,https://www.vizzit.fr/fr/property/appartement/lille/A22rl71dprejvvz8,,2026-09-25,active,,True,gps,,True,Bois Blancs,Studio/T1,,0,310.0,1,884.0,0,437.0,1,643.0,0,343.0,2,429.0,2,2497.0,0,360.0,2,197.0,1,305.0,3,412.0,1,471.0,2,1041.0,0,321.0,1,4076.0,0,2711.0,0,446.0,1,3446.0,0,948.0,0
580,Vizzit,1055.0,48.0,21.98,Appartement,2 pièce - 1 chambre - 48 m² - s,"Rue Patou, dans une résidence sécurisée, appartement de type 1bis meublé comprenant: Une belle pièce de vie avec cuisine ouverte entièrement équipée et WC séparés. A l'étage un coin nuit et une salle de douche avec machine à laver. Un parking Profil CDI exigé Disponible dès maintenant. Surface du logement: 48.80m². Loyer: 1074.00€ + 45.00€ de provisions sur charges par mois (Eau froide, Parties communes), soit 1119.00€ charges comprises. Dépôt de garantie: 2148.00€. Honoraires locataire: 640.25€ TTC (dont 147.86€ d'état des lieux). Zone soumise à l'encadrement des loyers: OUI. Loyer de référence: 16.10€/m² soit 785.68€. Loyer de référence majoré: 19.30€/m² soit 941.84€. Complément de loyer: 132.16€. Réf: ADFP.",59000,Lille,50.63629,3.05235,https://www.vizzit.fr/fr/property/appartement/lille/Aw766ls922wxxz6q,,2026-09-25,active,,True,gps,,True,Vieux-Lille,T2,,0,217.0,49,778.0,0,455.0,1,450.0,2,462.0,1,215.0,5,374.0,4,481.0,1,457.0,1,369.0,6,646.0,0,339.0,5,350.0,3,1348.0,0,1782.0,0,740.0,0,660.0,0,1521.0,0,2097.0,0
581,Vizzit,750.0,27.0,27.78,Studio,27 m² - Studio,"HESTIA GESTION IMMO vous propose à la location ce studio meublé de 27,71 m² comprenant un séjour, une cuisine équipée fonctionnelle et une salle de bain moderne avec WC avec une vue exceptionnelle sur l'église Saint-Maurice. Situé Parvis Saint Maurice à Lille, vous avez accès immédiat à la gare Lille Flandres et des lignes métro. Idéal pour les étudiants pour accéder aux écoles : Université Catholique de Lille SKEMA HEI, ISEN, ICAM accessibles IESEG School of Management IAE , site Vieux-Lille Les campus de Villeneuve-d'Ascq facilement reliés en métro Vous êtes au milieu d'un quartier vivant qui regorge de commerces, restaurants, cafés, services, et est très proche de pôles importants comme : Westfield Euralille (grand centre commercial). Loyer de 760€ + 35€ de provisions de charges avec régularisation annuelle comprenant l'eau, l'entretien des communs, soit un total TTC de 795€ Le logement est soumis à l'encadrement des loyers des villes de LILLE, LOMME et HELLEMMES. Montant du loyer de référence : 551,43€ Montant du loyer de référence majoré : 662,27€ Montant du complément de loyer : 97,73€ (emplacement du bien, qualité de la prestation) Caution : deux mois de loyer hors charges soit 1.520 €. Honoraires à la charge du locataire : 363,55€ TTC soit 279,59€ d'honoraires de location et 83,96€ d'honoraires d'état des lieux d'entrée photographié sur tablette. DPE classé en C, réalisé le , valable jusqu'au . GES classé en A. Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 460€ et 670€. Années de référence pour le coût de l'énergie : (abonnements compris).",59000,Lille,50.636313,3.06839,https://www.vizzit.fr/fr/property/appartement/lille/A7qgk43z144wg7mi,,2026-09-25,active,,True,gps,,True,Lille-Centre,Studio/T1,,0,105.0,28,572.0,0,549.0,0,376.0,6,239.0,3,328.0,2,213.0,1,1061.0,0,184.0,6,24.0,9,1361.0,0,133.0,7,161.0,4,472.0,1,651.0,0,646.0,0,149.0,7,393.0,1,1135.0,0
582,Vizzit,1290.0,92.0,14.02,Appartement,3 pièce - 2 chambre - 92 m² - s - s,"Secteur rue nationale Sacré-Cœur. Appartement de caractère en rez-de-chaussée de 92m2 habitables. Il se compose d'un salon-séjour parqueté de 34 m2 , une cuisine spacieuse, de deux belles chambres, d'une salle de bains, d'un dressing,une d'une cave, d'un garage en sous-sol et d'une place de parking, portail d'entrée électrique, chauffage au gaz, Libre de suite",59000,Lille,50.636318719807285,3.063781589446414,https://www.vizzit.fr/fr/property/appartement/lille/A7ccty0a0sfk9s47,,2026-09-25,active,,True,gps,,True,Lille-Centre,T3,,0,109.0,64,395.0,1,360.0,1,151.0,11,279.0,1,428.0,2,274.0,1,780.0,0,241.0,8,100.0,10,1086.0,0,291.0,9,164.0,6,648.0,0,976.0,0,441.0,1,37.0,8,716.0,0,1385.0,0
583,Vizzit,467.0,51.0,9.16,Appartement,3 pièce - 51 m² - s,"Avec IMMOJEUNE, trouvez les meilleurs logements étudiants et jeunes actifs en quelques clics et en toute confiance.  Nombreux services inclus : eau froide et eau chaude, Internet fibre FTTB, salle de sport (tant qu'accessible).  Mis à jour le Updated on",59000,Lille,50.6363556,3.0886935,https://www.vizzit.fr/fr/property/appartement/lille/As60n5bqmj0h5cnl,,2026-09-25,active,,True,gps,,True,Fives,T3,,0,193.0,5,737.0,0,1892.0,0,1682.0,0,288.0,2,79.0,3,1558.0,0,466.0,1,440.0,1,396.0,3,1740.0,0,75.0,9,661.0,0,745.0,0,781.0,0,1978.0,0,1259.0,0,1044.0,0,1011.0,0
584,Vizzit,552.0,17.0,32.47,Appartement,1 pièce - 17 m²,"Avec IMMOJEUNE, trouvez les meilleurs logements étudiants et jeunes actifs en quelques clics et en toute confiance.  Nombreux services inclus : eau froide + eau chaude, Internet fibre FTTB, salle de sport (tant qu'accessible).  Mis à jour le Updated on",59000,Lille,50.6363556,3.0886935,https://www.vizzit.fr/fr/property/appartement/lille/Adbkz3w0ro61nigy,,2026-09-25,active,,True,gps,,True,Fives,Studio/T1,,0,193.0,5,737.0,0,1892.0,0,1682.0,0,288.0,2,79.0,3,1558.0,0,466.0,1,440.0,1,396.0,3,1740.0,0,75.0,9,661.0,0,745.0,0,781.0,0,1978.0,0,1259.0,0,1044.0,0,1011.0,0
585,Vizzit,717.0,32.0,22.41,Appartement,2 pièce - 32 m² - s,"Avec IMMOJEUNE, trouvez les meilleurs logements étudiants et jeunes actifs en quelques clics et en toute confiance.  Nombreux services inclus : eau froide et eau chaude, Internet fibre FTTB, salle de sport (tant qu'accessible).  Mis à jour le Updated on",59000,Lille,50.6363556,3.0886935,https://www.vizzit.fr/fr/property/appartement/lille/Av3nrtwsjhyxp6be,,2026-09-25,active,,True,gps,,True,Fives,T2,,0,193.0,5,737.0,0,1892.0,0,1682.0,0,288.0,2,79.0,3,1558.0,0,466.0,1,440.0,1,396.0,3,1740.0,0,75.0,9,661.0,0,745.0,0,781.0,0,1978.0,0,1259.0,0,1044.0,0,1011.0,0
586,Vizzit,707.0,32.0,22.09,Appartement,1 pièce - 32 m²,"LILLE - EURALILLE - Dans la résidence Les Studiantes, appartement cosy offrant une belle pièce de vie lumineuse avec cuisine équipée et salle de bain. Idéalement situé à Euralille, proche du centre, des commerces et transports. Location meublée. Disponible à partir du . Classe énergétique : DPE C (156) GES C (13) – DPE réalisé le . Montant estimé des dépenses annuelles d''énergie pour un usage standard : entre 370 euros et 540 euros (prix moyens des énergies indexés sur le années 2021, 2022, 2023 utilisés pour établir cette estimation) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Zone soumise à encadrement des loyers - loyer de base = 620 euros - loyer de référence majoré (loyer à ne pas dépasser) = 773.12 euros",59000,Lille,50.63638,3.07548,https://www.vizzit.fr/fr/property/appartement/lille/Acknn4naek84w3yb,,2026-09-25,active,,True,gps,,True,Lille-Centre,Studio/T1,,0,114.0,11,1005.0,0,993.0,0,829.0,0,250.0,1,325.0,3,640.0,0,907.0,0,452.0,1,451.0,4,1819.0,0,441.0,1,660.0,0,584.0,0,151.0,1,1081.0,0,327.0,2,123.0,1,849.0,0
587,Vizzit,507.0,35.0,14.49,Appartement,1 pièce - 35 m²,"un appartement comprenant : entrée, séjour avec placard, cuisine équipée, salle de bains, wc, parking et cave. La location pourra être déléguée à Foncia Développement et Location.",59000,Lille,50.636487,3.052563,https://www.vizzit.fr/fr/property/appartement/lille/Ax0q90vimixtukus,,2026-09-25,active,,True,gps,,True,Vieux-Lille,Studio/T1,,0,229.0,50,797.0,0,480.0,1,425.0,2,437.0,1,197.0,5,385.0,4,496.0,1,449.0,1,388.0,6,670.0,0,312.0,5,357.0,3,1341.0,0,1767.0,0,721.0,0,639.0,0,1506.0,0,2074.0,0
588,Vizzit,640.0,33.0,19.39,Appartement,33 m²,"Tout savoir sur ce bien           Boulevard de la Liberté, dans un immeuble sécurisé situé à proximité de Vauban et de la place de la République, cet appartement type 1bis offre une entrée avec placard desservant une pièce de vie lumineuse avec une cuisine ouverte équipée, un espace nuit en mezzanine, une salle de bains et wc. Chauffage individuel électrique.     Voir plus",59000,Lille,50.63649,3.05256,https://www.vizzit.fr/fr/property/appartement/lille/Ac1zrqdyi6yffo2t,,2026-09-25,active,,True,gps,,True,Vieux-Lille,Studio/T1,,0,229.0,50,798.0,0,480.0,1,425.0,2,437.0,1,197.0,5,385.0,4,497.0,1,449.0,1,388.0,6,670.0,0,312.0,5,357.0,3,1341.0,0,1767.0,0,721.0,0,639.0,0,1506.0,0,2075.0,0
589,Vizzit,1410.0,86.0,16.4,Appartement,2 pièce - 2 chambre - 86 m² - s - s,"Lille Hypercentre – Superbe T2 bis de 85,8 m² entièrement rénové – Double séjour  À louer, au 15/17 rue de l’Hôpital Militaire, en plein cœur de Lille, magnifique appartement T2 bis de 85,8 m², situé au 1er étage et bénéficiant d’une rénovation complète haut de gamme.  Son emplacement est particulièrement privilégié : au cœur de l’hypercentre lillois, à proximité immédiate des commerces, restaurants, transports et de toute l’animation du centre-ville, tout en profitant du charme d’une adresse centrale recherchée.  L’appartement séduit dès l’entrée par ses beaux volumes, son cachet et la qualité de ses prestations. Entièrement rénové avec soin, il offre une atmosphère élégante et chaleureuse, associant le charme de l’ancien au confort d’une rénovation contemporaine.  D’une superficie généreuse de 85,8 m², il se compose notamment d’un vaste double séjour, véritable pièce maîtresse de l’appartement, d’une chambre ainsi que d’un espace supplémentaire pouvant parfaitement être aménagé en bureau, chambre d’enfant ou espace d’appoint, selon les besoins.  Un appartement rare par sa surface pour un T2 bis, son charme, la qualité de sa rénovation et surtout son emplacement exceptionnel en hypercentre de Lille.  Loyer : 1 420 € / mois Provision sur charges : 75 € / mois Soit 1 495 € / mois charges comprises.  Un bien idéal pour celles et ceux qui recherchent de grands volumes, des prestations soignées et une véritable vie de centre-ville à pied.  Annonce diffusée par AB TRANSACTION – SAS au capital de 1 000 € – SIREN 914 881 594 – RCS Lille Métropole – CPI –  Bien proposé à la location dans le cadre d’un mandat confié à la Lille Gestion Immobilière - SAS au capital de 1  000 € – SIREN 942 749 516 – RCS Lille Métropole – CPI - conformément à la loi Hoguet - Siège des sociétés: 157 rue Léon Gambetta, 59000 Lille.",59000,Lille,50.63658978222482,3.0607272864824138,https://www.vizzit.fr/fr/property/immobilier/lille/A9ndirjl8dynrkou,,2026-09-25,active,,True,gps,,True,Vieux-Lille,T2,,0,8.0,80,427.0,1,392.0,1,152.0,13,333.0,2,371.0,3,449.0,1,640.0,0,219.0,4,65.0,7,943.0,0,84.0,5,131.0,6,834.0,0,1192.0,0,373.0,1,178.0,5,930.0,0,1550.0,0
590,Vizzit,1329.0,88.0,15.1,Appartement,4 pièce - 3 chambre - 88 m² - s - s,"Vieux Lille quai du Wault appartement de 4 P de 88m² habitables, avec palier privatif, au 3éme étage d’une petite copropriété récente. Vue totalement dégagée sur champ de mars. Entrée, séjour, cuisine ouverte équipée (meubles hauts et bas, plaque de cuisson, hotte),3 chambres avec placard, SdB avec baignoire et douchette. WC séparé, parquet stratifié dans séjour chambre et entrée. Chauffage individuel électrique DPE : D-GES : B Un emplacement de parking dans la cour Rénové en 2025 Loyer : 1305 €/mois -charges 105 €/mois (provision eau comprise, hors électricité) Taxe d’ordures ménagères : 399 € Libre décembre 2026",59000,Lille,50.636594,3.054888,https://www.vizzit.fr/fr/property/appartement/lille/Aqosi4k9zndglj9w,,2026-09-25,active,,True,gps,,True,Vieux-Lille,Grand (T4+),,0,161.0,81,668.0,0,554.0,0,295.0,5,310.0,1,33.0,5,349.0,5,483.0,1,305.0,1,386.0,8,720.0,0,177.0,5,292.0,4,1194.0,0,1603.0,0,581.0,0,480.0,1,1341.0,0,1919.0,0
591,Vizzit,1876.0,90.0,20.84,Appartement,3 pièce - 2 chambre - 90 m² - s - s,"Dans un secteur très prisé de Lille, proche du Quai du Wault, de la citadelle et de tous les commerces, nous vous proposons en exclusivité un appartement loué vide. L'entrée dessert sur la gauche un séjour très lumineux d'environ 30m², avec un balcon donnant sur le square Foch. De l'autre côté de l'entrée se trouve la cuisine dinatoire, semi équipée (Four, lave vaisselle, hotte, plaques à induction). L'appartement dispose de deux chambres et d'une salle d'eau avec double vasque et douche à l'italienne. Un parking et une cave complètent le bien. Disponibilité : début octobre 2026. Bien soumis aux loyers contrôlés : Loyer de référence : 12,4€/m2 soit 1 123.31 € Loyer majoré : 14,9€/m2 soit 1 349.79 € Complément de loyer: 368 € / mois (parking fermé box) Loyer charges comprises : 1 990 € / mois. Bail habitation principale (loi Alur) : 10 € / m² TTC + 3 € / m² TTC pour l'état des lieux soit : 1 177.67 € TTC Bail résidence secondaire ou bail société (Code Civil) : 8 % du loyer annuel hors charges + TVA (20%) soit : 1 946,88€ TTC dont 271,77 € d'état des lieux. Pour de plus amples informations ou l'organisation d'une visite, merci de : BARNES Lille Manon HOUZE Mail :",59000,Lille,50.63662,3.056162,https://www.vizzit.fr/fr/property/appartement/lille/Axdmcuci24w6p454,,2026-09-25,active,,True,gps,,True,Vieux-Lille,T3,,0,91.0,81,602.0,0,576.0,0,245.0,10,263.0,1,50.0,3,357.0,4,496.0,1,235.0,1,334.0,9,758.0,0,118.0,5,221.0,5,1113.0,0,1514.0,0,513.0,0,396.0,1,1251.0,0,1836.0,0
592,Vizzit,660.0,40.0,16.5,Appartement,2 pièce - 1 chambre - 40 m² - s,"Votre agence VACHERAND IMMOBILIER vous propose à la location ce T2 NON MEUBLE de 40.98 m² en résidence récente et sécurisée dans le centre-ville de Lille, au coeur d'EURALILLE, à deux pas des Gares (LILLE FLANDRES et LILLE EUROPE). L'appartement comprend une entrée, un séjour donnant sur une cuisine ouverte aménagée (plaque de cuisson vitrocéramique, hotte, niche pour four, branchement machine à laver), une chambre avec rangements et une salle de bains. Appartement très lumineux et idéalement agencé. LE PLUS : le chauffage est compris dans les charges ! Disponible de suite, idéal étudiant (SKEMA). SOUMIS AUX CONDITIONS : GLI + SCELLIER INTERMEDIAIRE (zone A) Zone soumise à encadrement des loyers Montant du loyer de référence : 626,99 euros Montant du loyer majoré : 754,03 euros Estimation des coûts annuels d'énergie du logement : entre 860 euros et 1220 euros (Prix moyens des énergies indexés sur les années 2021, 2022, 2023 (abonnements compris)) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",59000,Lille,50.636713,3.07414,https://www.vizzit.fr/fr/property/appartement/lille/Ai93dsgx4k0zvjnv,,2026-09-25,active,,True,gps,,True,Lille-Centre,T2,,0,214.0,12,935.0,0,920.0,0,730.0,0,150.0,1,293.0,2,539.0,0,975.0,0,385.0,1,359.0,4,1745.0,0,449.0,3,568.0,0,563.0,0,248.0,1,979.0,0,239.0,2,22.0,1,854.0,0
593,Vizzit,700.0,43.0,16.28,Appartement,2 pièce - 43 m² - s,"Tout savoir sur ce bien           T2 proche métro Canteleu, dans une résidence récente et sécurisée. Balcon, cuisine équipée et place de parking.     Voir plus    À découvrir rapidement .",59000,Lille,50.63674,3.02176,https://www.vizzit.fr/fr/property/appartement/lille/Aa4t3jueqkyf2t3u,,2026-09-25,active,,True,gps,,True,Bois Blancs,T2,,0,162.0,1,986.0,0,313.0,1,725.0,0,490.0,1,414.0,3,2371.0,0,212.0,2,303.0,1,166.0,4,436.0,2,504.0,0,1053.0,0,260.0,1,3940.0,0,2596.0,0,425.0,1,3347.0,0,1047.0,0
594,Vizzit,1603.0,91.0,17.62,Appartement,3 pièce - 2 chambre - 91 m² - s - s,"Lambersart – Élégant appartement meublé avec terrasse, garage et vue sur la DeûleEmplacement privilégié à Lambersart, à proximité immédiate de la Deûle et du Bois de Boulogne, pour ce très bel appartement de 91 m² entièrement meublé, offrant un cadre de vie rare, calme et verdoyant, aux portes de Lille.Dès l’entrée, vous serez séduit par une vaste pièce de vie lumineuse, bénéficiant d’une belle ouverture sur une agréable terrasse, véritable prolongement de l’espace de vie et idéale pour profiter pleinement de l’environnement.L’espace nuit se compose de 2 belles chambres, dont une bénéficiant de sa propre salle de bains, ainsi qu’une seconde salle d’eau. L’une des chambres profite également d’un accès direct à l’extérieur, apportant un confort supplémentaire.Une cave et un garage privatif viennent compléter les prestations de cet appartement.Un bien particulièrement agréable à vivre, entièrement meublé et prêt à vous accueillir, dans un environnement recherché entre nature, tranquillité et proximité de Lille.Disponible à partir de fin novembre 2026.",59000,Lille,50.63695,3.03681,https://www.vizzit.fr/fr/property/appartement/lille/Anc7vlttqu0hv9y1,,2026-09-25,active,,True,gps,,True,Vauban-Esquermes,T3,,0,614.0,0,992.0,0,771.0,0,1397.0,0,1233.0,0,157.0,11,1342.0,0,837.0,0,1134.0,0,806.0,0,656.0,0,412.0,3,1270.0,0,821.0,0,2879.0,0,1612.0,0,1310.0,0,2436.0,0,2072.0,0
595,Vizzit,990.0,42.0,23.57,Appartement,42 m²,"? Rue Nicolas Leblanc – République Lille  Profitez d'une adresse stratégique au cœur d'un secteur dynamique et recherché de Lille, à proximité immédiate des commerces, bureaux, établissements d'enseignement supérieur et des principaux axes de circulation.  Situé sur un emplacement bénéficiant d'un fort passage piéton et d'une excellente visibilité, ce local commercial constitue une opportunité idéale pour développer une activité commerciale, de services ou une profession libérale.  Le local développe une surface principale de 41,71 m² et bénéficie en complément d'une cave aménagée de 25,35 m², offrant un espace de stockage ou de travail supplémentaire particulièrement appréciable.  Caractéristiques du bien Surface commerciale : 41,71 m²Cave aménagée : 25,35 m² (surface non comptabilisée dans la surface principale)Belle visibilité sur rueEmplacement recherchéProximité immédiate des transports en communQuartier vivant et fréquentéNombreuses activités commerciales et tertiaires à proximité Conditions locatives Loyer : 1 050 € HT/HC par moisProvision sur charges : 199 € par moisLoyer annuel : 12 600 € HT/HCCe local conviendra parfaitement à une activité commerciale, un cabinet professionnel, une agence ou une activité de services souhaitant bénéficier d'une implantation de qualité dans un secteur attractif de Lille.  Pour tout renseignement complémentaire ou organiser une visite, n'hésitez pas à nous .  Annonce diffusée par AB TRANSACTION – SAS au capital de 1 000 € – SIREN 914 881 594 – RCS Lille Métropole – CPI –  Bien proposé à la location dans le cadre d’un mandat confié à la Lille Gestion Immobilière - SAS au capital de 1  000 € – SIREN 942 749 516 – RCS Lille Métropole – CPI - conformément à la loi Hoguet - Siège des sociétés: 157 rue Léon Gambetta, 59000 Lille.",59000,Lille,50.63709211553845,3.0655179241894444,https://www.vizzit.fr/fr/property/immobilier/lille/Awnzt0jzap17smid,,2026-09-25,active,,True,gps,,True,Lille-Centre,T2,,0,95.0,52,519.0,0,487.0,1,209.0,10,135.0,2,320.0,1,126.0,1,930.0,0,298.0,7,124.0,9,1235.0,0,159.0,8,93.0,5,638.0,0,857.0,0,438.0,1,160.0,8,592.0,0,1235.0,0
596,Vizzit,1075.0,71.0,15.14,Appartement,3 pièce - 2 chambre - 71 m² - s - s,"[ À LOUER ] à Lille, Place Jeanne d'Arc, à proximité immédiate du centre-ville, des commerces et des transports !Un appartement T3 non meublé de 70,64 m² habitables, situé au 1er étage d'une copropriété de standing.Loyer mensuel charges comprises : 1 140 euros (Détails du loyer et de l'encadrement des loyers ci-dessous)--L'APPARTEMENT :- Une entrée avec rangements- Un séjour spacieux et lumineux de 21,74 m²- Une cuisine indépendante de 7,96 m²- Une première chambre de 11,71 m² avec accès à une mezzanine- Une seconde chambre de 10,98 m²- Une salle de bains de 5,30 m²- Un WC indépendant- Plusieurs placards et espaces de rangement- Une mezzanine offrant 5,54 m² supplémentaires au solL'appartement développe une surface habitable de 70,64 m² et une surface totale au sol de 77,25 m².Il bénéficie de beaux volumes, d'une belle hauteur sous plafond, d'un appartement et d'une copropriété de standing ainsi que de travaux récents.--ÉLÉMENTS TECHNIQUES :Location non meublée1er étageDouble vitrageFibre optiqueDPE : D / GES : BImmeuble construit avant 1948--Alors, on visite ?Humbert SETTE - Directeur de l'agenceOCARNA - Lille / DunkerqueO6 --CONDITIONS FINANCIÈRES :- Loyer total charges comprises : 1 140 euros / mois- Loyer hors charges : 1 100 euros / mois- Charges mensuelles : 40 euros / mois, sous forme de provision avec régularisation annuelle- Honoraires locataire : 910 euros TTC, dont 210 euros TTC pour la réalisation de l'état des lieux- Dépôt de garantie :1960 euros- Mandat registre T numéro :--ENCADREMENT DES LOYERS :Ce logement est soumis à l'encadrement des loyers.- Surface habitable retenue : 70,64 m²- Loyer de référence : 11,70  / m²- Loyer de référence : 826,49 euros / mois- Loyer de référence majoré : 14,00  / m²- Loyer maximal suivant l'encadrement : 980 euros hors charges / mois- Complément de loyer appliqué : 120 euros / mois- Loyer total hors charges : 1 100 euros / mois- Provision mensuelle pour charges : 40 euros / mois- Loyer total charges comprises : 1 140 euros / moisMotif du complément de loyer :Le complément de loyer est appliqué au regard des caractéristiques particulières du logement et des prestations proposées : standing de la copropriété / standing général de l'appartement / qualité et caractère récent des travaux réalisés / beaux volumes / hauteur sous plafond / mezzanine apportant une surface au sol supplémentaire / caractéristiques particulières de l'emplacement Place Jeanne d'Arc, au coeur de Lille.--COORDONNÉES DE L'AGENCE :OCARNA6 Place du Beffroi 59140 DunkerqueSIRET : voir le numéro0029CARTE T et G numéro : CPIvoir le numéroDélivrée par la CCI Littoral Hauts-de-FranceHonoraires de 910  TTC à la charge du locataire comprenant 210  TTC pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 980 /mois. Loyer de base 980 /mois. Provision sur charges 40 /mois, régularisation annuelle. Complément de loyer 120 /mois. Dépôt de garantie 1 960 . Classe énergie D, Classe climat B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 1050.00 et 1470.00 . Les informations sur les risques auxquels ce bien est exposé sont disponibles sur...",59000,Lille,50.63718,3.07383,https://www.vizzit.fr/fr/property/appartement/lille/Ab3adp5ac8wsue63,,2026-09-25,active,,True,gps,,True,Lille-Centre,T3,,0,251.0,12,941.0,0,924.0,0,683.0,0,130.0,1,329.0,2,507.0,0,974.0,0,399.0,1,348.0,4,1747.0,0,433.0,3,552.0,0,600.0,0,282.0,1,941.0,0,236.0,2,38.0,1,820.0,0
