categorie_cavalier,type_osm,nom_lieu,latitude,longitude
Gentrification - Torréfacteur,coffee,Nespresso,50.638162,3.0612311
Gentrification - Torréfacteur,coffee,Cafés Muda,50.6219596,3.0667208
Gentrification - Torréfacteur,coffee,Café Françoise,50.638285,3.0631216
Gentrification - Torréfacteur,coffee,Viet Coffee,50.6387074,3.064834
Gentrification - Torréfacteur,coffee,Need Coffee,50.6340968,3.0679791
Gentrification - Torréfacteur,coffee,Hanami Café,50.6384705,3.0648677
Gentrification - Torréfacteur,coffee,Roastosaur,50.6257506,3.1135835
Gentrification - Torréfacteur,coffee,Jungle Café,50.6156046,3.0465603
Gentrification - Torréfacteur,coffee,So! Coffee,50.6362089,3.0708467
Gentrification - Torréfacteur,coffee,Nespresso,50.6366364,3.0704364
Gentrification - Atelier Vélo,bicycle,L'Atelier Vélo,50.6369066,3.0720324
Gentrification - Atelier Vélo,bicycle,Fietsen Wildiers Lille,51.228743,4.8351058
Gentrification - Atelier Vélo,bicycle,Cyclable Lille,50.6381141,3.0665424
Gentrification - Atelier Vélo,bicycle,Les Mains dans le Guidon,50.6293781,3.054215
Gentrification - Atelier Vélo,bicycle,Roule Nordiste,50.6254537,3.1144091
Gentrification - Atelier Vélo,bicycle,Atelier des Vélos de l'Espoir,50.6129187,3.0443938
Gentrification - Atelier Vélo,bicycle,Le Biclou - Atelier vélo,50.6260975,3.1101939
Gentrification - Atelier Vélo,bicycle,Atelier Vélo Lille Sud,50.6080094,3.0462756
Gentrification - Atelier Vélo,bicycle,Bakfiets-pk,50.6319644,3.0660493
Gentrification - Atelier Vélo,bicycle,Le Moulin à Vélos,50.6320218,3.0663679
Gentrification - Atelier Vélo,bicycle,GJ Bikes,51.2631224,4.7858921
Gentrification - Atelier Vélo,bicycle,Le Hollandais Vélo,50.6388106,3.0575593
Gentrification - Atelier Vélo,bicycle,Avectonvelo.com,50.6226426,3.0622451
Gentrification - Atelier Vélo,bicycle,Les Mains dans le Guidon Saint-Maurice,50.6421859,3.0880098
Gentrification - Atelier Vélo,bicycle,La Bici atelier vélo,50.6218401,3.0666162
Gentrification - Atelier Vélo,bicycle,Midas City,50.6292554,3.0658546
Gentrification - Atelier Vélo,bicycle,Bicycl'Up,50.6356818,3.0150121
Gentrification - Atelier Vélo,bicycle,BBcyclette - Atelier d'aide à la réparation de vélo,50.6288402,3.0248903
Gentrification - Atelier Vélo,bicycle,Top Mobilité,50.6234293,3.0610822
Gentrification - Atelier Vélo,bicycle,Les Mains dans le Guidon - Euratech,50.6331089,3.0172897
Gentrification - Atelier Vélo,bicycle,Atelier ReSport,50.6181042,3.0607705
Gentrification - Atelier Vélo,bicycle,Vivez Mobilité,50.6182534,3.084255
Gentrification - Atelier Vélo,bicycle,Cycling tour Company,50.6181029,3.084468
Gentrification - Atelier Vélo,bicycle,Lille Fives Atelier Vélo,50.6352478,3.0923889
Gentrification - Atelier Vélo,bicycle,Les Jantes du Nord,50.6375745,3.0840157
Gentrification - Fleuriste,florist,Pic Fleurs,50.6445172,3.01323
Gentrification - Fleuriste,florist,Tropic,50.6258068,3.1123613
Gentrification - Fleuriste,florist,La Fleur,50.6292233,3.0537812
Gentrification - Fleuriste,florist,Openflore,50.633957,3.0556744
Gentrification - Fleuriste,florist,Dipladenia,50.6315927,3.0947351
Gentrification - Fleuriste,florist,Oh les fleurs,50.6289653,3.0733764
Gentrification - Fleuriste,florist,Au Nom de la Rose,50.6403584,3.0646196
Gentrification - Fleuriste,florist,Vert Mousse,50.6395829,3.0646266
Gentrification - Fleuriste,florist,Mon Fleuriste,50.6338531,3.0670135
Gentrification - Fleuriste,florist,Dubouquet,50.6363451,3.0661106
Gentrification - Fleuriste,florist,Dubouquet,50.6280144,3.0605803
Gentrification - Fleuriste,florist,Green Julien Aubert,50.6399241,3.0541963
Gentrification - Fleuriste,florist,Les Fleurs de Fany,50.6380738,3.0583058
Gentrification - Fleuriste,florist,Alchimie Fleurs et Objets,50.6421724,3.0568832
Gentrification - Fleuriste,florist,La wilderie,50.6375161,3.0618652
Gentrification - Fleuriste,florist,Un Brin d'Aventure,50.6269142,3.0483373
Gentrification - Fleuriste,florist,Un zest d'Arum,50.6397912,3.0579652
Gentrification - Fleuriste,florist,Allo Fleurs,50.6255082,3.0397167
Gentrification - Fleuriste,florist,Yannick Ferrez,50.641472,3.0839108
Gentrification - Fleuriste,florist,Oh les fleurs,50.6213128,3.0350635
Gentrification - Fleuriste,florist,Fleurs Peter Flower,50.6124184,3.046896
Gentrification - Fleuriste,florist,Vert Mousse,50.6429916,3.0596005
Gentrification - Fleuriste,florist,Fleuride,50.6423124,3.0867749
Gentrification - Fleuriste,florist,Amaryllis,50.6448385,2.981936
Gentrification - Fleuriste,florist,Tropic,50.6177082,3.0293377
Gentrification - Fleuriste,florist,Chris Tops Tuin en Perkplanten,51.2281318,4.8031388
Gentrification - Fleuriste,florist,Bloemen Amaryllis,51.2515401,4.8164478
Nuisance - École,school,École primaire privée Don Bosco,50.6125642,3.0434703
Nuisance - École,school,Lycée professionnel César Baggio,50.6171573,3.0682368
Nuisance - École,school,Collège privé Saint-Joseph,50.6292101,3.1078273
Nuisance - École,school,Section d'enseignement général et professionnel adapté du Collège Saint-Exupéry,50.6284037,3.1188767
Nuisance - École,school,Section d'enseignement général et professionnel adapté du Collège Verlaine,50.610641,3.0700086
Nuisance - École,school,École maternelle Florian,50.6096979,3.0717578
Nuisance - École,school,École élémentaire Moulin-Pergaud,50.6103652,3.0723729
Nuisance - École,school,École maternelle Léon Jouhaux,50.6358042,3.0424392
Nuisance - École,school,École élémentaire Léon Jouhaux,50.635823,3.042844
Nuisance - École,school,Lycée professionnel Sonia Delaunay,50.6493623,2.9967369
Nuisance - École,school,École de Coiffure Alfred Mairesse,50.6362492,3.0596637
Nuisance - École,school,École primaire Georges Sand niveau 1,50.6396526,3.0159949
Nuisance - École,school,École régionale du premier degré Ernest Couteaux,50.6211908,3.0415841
Nuisance - École,school,Collège privé La Salle,50.6287197,3.039406
Nuisance - École,school,École secondaire privée hors contrat Averroès,50.61363,3.0542705
Nuisance - École,school,École maternelle La Briqueterie,50.6079924,3.0555991
Nuisance - École,school,École privée hors contrat De Luca (Soins Esthétiques),50.6374292,3.0677024
Nuisance - École,school,École du second degré privée hors contrat Terrad,50.6257286,3.0396088
Nuisance - École,school,Section d'enseignement général et professionnel adapté du Collège Boris Vian,50.6308434,3.0945066
Nuisance - École,school,Institution Sainte-Claire (collège),50.6343931,3.0689296
Nuisance - École,school,Institution Sainte-Claire (lycée),50.6340021,3.0683328
Nuisance - École,school,École primaire privée hors contrat Arborescences de Lille,50.6221472,3.0634145
Nuisance - École,school,Section d'enseignement général et professionnel adapté du Collège Jean Zay,50.6475975,2.9856053
Nuisance - École,school,École primaire privée Thérèse d'Avila,50.6299138,3.0436984
Nuisance - École,school,École élémentaire Rousseau-Mme Brunschvicg,50.6459944,3.0886324
Nuisance - École,school,École Générale et Technologique privée hors contrat Arborescences de Lille - niveau lycée,50.622198,3.0636913
Nuisance - École,school,École secondaire privée hors contrat Arborescences de Lille - niveau collège,50.6220939,3.0638695
Nuisance - École,school,Écoles de production de l'ICAM - site de Lille (Lycée professionnel privé),50.6296363,3.0410144
Nuisance - École,school,École élémentaire d'application Trulin - Samain,50.619547,3.0313193
Nuisance - École,school,Lycée polyvalent privé La Salle,50.6289627,3.0400553
Nuisance - École,school,École élémentaire privée Saint-Pierre,50.6249007,3.0409697
Nuisance - École,school,École élémentaire d'application Michelet,50.6268905,3.0592567
Nuisance - École,school,École élémentaire internationale Sophie Germain,50.6341106,3.0583431
Nuisance - École,school,Collège Carnot,50.6398617,3.0663668
Nuisance - École,school,École primaire privée Saint-Paul,50.6415883,3.0573225
Nuisance - École,school,École élémentaire Turgot,50.6121807,3.0458074
Nuisance - École,school,École maternelle Jean Bart,50.6113963,3.04413
Nuisance - École,school,École primaire privée Saint-Sauveur et Saint-Eubert,50.6320927,3.0730465
Nuisance - École,school,Collège Antoine de Saint-Exupéry,50.6291423,3.1188246
Nuisance - École,school,École primaire privée Saint-Joseph,50.629255,3.1078978
Nuisance - École,school,École élémentaire François Launay,50.6181428,3.0749449
Nuisance - École,school,École primaire privée Saint-Vincent de Paul,50.621539,3.0680855
Nuisance - École,school,École maternelle Pauline Kergomard,50.6175967,3.0752847
Nuisance - École,school,École maternelle Jean-Jacques Rousseau,50.6426283,3.0542296
Nuisance - École,school,Lycée général et technologique César Baggio,50.6170374,3.0672686
Nuisance - École,school,École primaire Anatole France,50.6501105,3.0900527
Nuisance - École,school,École élémentaire Cabanis,50.6354436,3.0931834
Nuisance - École,school,École maternelle Maurice Bouchor,50.6455361,3.0883294
Nuisance - École,school,École maternelle Bara,50.6356083,3.0937678
Nuisance - École,school,École élémentaire Madame Roland,50.6405724,3.0862087
Nuisance - École,school,École primaire Berthelot - Jules Verne,50.6313951,3.0968016
Nuisance - École,school,accueil péri-scolaire Berthelot-Sévigné,50.6236756,3.1010377
Nuisance - École,school,École maternelle Dombrowski,50.6324008,3.1083808
Nuisance - École,school,Collège Nina Simone,50.6240469,3.0443701
Nuisance - École,school,Lycée technologique privé Notre-Dame d'Annay,50.6422992,3.0600905
Nuisance - École,school,École maternelle Jean Jaurès,50.6328091,3.0276922
Nuisance - École,school,Collège Jean Jaurès,50.641137,3.010648
Nuisance - École,school,École maternelle Rachel Lempereur,50.6078239,3.045421
Nuisance - École,school,École élémentaire Bracke-Desrousseaux,50.6077035,3.0563695
Nuisance - École,school,Collège Paul Verlaine,50.6103591,3.0698603
Nuisance - École,school,Groupe scolaire Wagner-Croisette,50.6047481,3.0543033
Nuisance - École,school,École maternelle Jeanne Godart,50.6072587,3.0561143
Nuisance - École,school,GVBS De Springplank,51.2410704,4.8268195
Nuisance - École,school,Gemeentelijke Basisschool Het Trapleerke,51.241126,4.8223323
Nuisance - École,school,GVBS De Springplank,51.2410639,4.8244428
Nuisance - École,school,Collège Martha Desrumaux,50.6389853,3.084948
Nuisance - École,school,Collège Claude Lévi-Strauss,50.6308561,3.0371634
Nuisance - École,school,École primaire Léon Jouhaux,50.6357282,3.0423326
Nuisance - École,school,École maternelle La Fontaine,50.6450301,2.9908305
Nuisance - École,school,École élémentaire Madame Roland-Lamartine,50.6452184,2.9910254
Nuisance - École,school,École maternelle Jules Ferry-Demory,50.6414025,2.9922045
Nuisance - École,school,École primaire privée Saint-Denis,50.641234,3.0855996
Nuisance - École,school,Lycée Ozanam,50.6407819,3.0889054
Nuisance - École,school,École élémentaire Joseph Dupleix,50.6380811,3.082403
Nuisance - École,school,École maternelle Broca,50.6253442,3.0905259
Nuisance - École,school,École élémentaire d'application Ampère niveau 2,50.6211427,3.0474507
Nuisance - École,school,Lycée général et technologique international Montebello,50.6197813,3.0468522
Nuisance - École,school,École maternelle Suzanne Lacore,50.6318381,3.0972514
Nuisance - École,school,École primaire privée Saint-Joseph,50.6323182,3.0983299
Nuisance - École,school,École primaire Berthelot - Jules Verne,50.6313571,3.096984
Nuisance - École,school,Lycée Faidherbe,50.6148482,3.0789112
Nuisance - École,school,École primaire privée Sainte-Anne-Saint-Joachim,50.6493643,3.0939249
Nuisance - École,school,École primaire privée Sainte-Anne-Saint-Joachim,50.649692,3.091394
Nuisance - École,school,École maternelle Jules Simon,50.650835,3.089436
Nuisance - École,school,Lycée général et technologique Jean Prouvé,50.6503179,2.9985204
Nuisance - École,school,Collège Guy Mollet,50.6432975,2.9899889
Nuisance - École,school,École élémentaire Sévigné-Voltaire,50.6338324,3.0035957
Nuisance - École,school,École élémentaire Bracke-Desrousseaux,50.6398291,3.0165342
Nuisance - École,school,École maternelle Le Petit Quinquin,50.6357499,3.0087912
Nuisance - École,school,Groupe scolaire Jean Zay,50.6457789,3.088589
Nuisance - École,school,École primaire Anatole France,50.6505283,3.0901967
Nuisance - École,school,École maternelle Les Dondaines,50.6383006,3.0821702
Nuisance - École,school,École primaire Arthur Cornette,50.6373204,3.0815498
Nuisance - École,school,École maternelle Louis Blanc,50.6361952,3.0897666
Nuisance - École,school,École primaire Descartes - Montesquieu,50.6359561,3.0895499
Nuisance - École,school,École primaire Cabanis - Bara,50.6356777,3.0933243
Nuisance - École,school,École élémentaire Berthelot - Sévigné,50.6233048,3.1003621
Nuisance - École,school,École maternelle Jenner,50.6244356,3.1019572
Nuisance - École,school,École élémentaire Jean Jaurès,50.6311106,3.1143339
Nuisance - École,school,École maternelle Roger Salengro,50.6303779,3.1146315
Nuisance - École,school,École maternelle Dombrowski,50.6323826,3.1083713
Nuisance - École,school,École maternelle Antoine Brasseur,50.6307808,3.0899702
Nuisance - École,school,École primaire Salengro,50.6316322,3.012863
Nuisance - École,school,École maternelle Paul Langevin,50.6308964,3.013499
Nuisance - École,school,École primaire Maria Montessori,50.6284633,3.0263946
Nuisance - École,school,École élémentaire Desbordes Valmore,50.6323484,3.0281374
Nuisance - École,school,École maternelle Philippe de Comines,50.6230139,3.0689949
Nuisance - École,school,École élémentaire Victor Duruy,50.6227038,3.0693092
Nuisance - École,school,École maternelle Les Moulins,50.6213541,3.0697096
Nuisance - École,school,Groupe scolaire Armand Carrel,50.6179568,3.0749926
Nuisance - École,school,École maternelle Léon Frapié,50.614707,3.0721175
Nuisance - École,school,École élémentaire Painlevé,50.6130379,3.0569252
Nuisance - École,school,École maternelle La Bruyère,50.6124341,3.0569644
Nuisance - École,school,École primaire Jean Moulin-Louis Pergaud,50.6099609,3.0720322
Nuisance - École,school,Collège Paul Verlaine,50.6103643,3.0700911
Nuisance - École,school,Groupe scolaire Godard - Bracke-Desrousseaux,50.6076161,3.0558265
Nuisance - École,school,École élémentaire Viala-Voltaire,50.61979,3.0521939
Nuisance - École,school,École maternelle Camille Desmoulins,50.6196268,3.0527144
Nuisance - École,school,École maternelle d'application André,50.6216678,3.0470635
Nuisance - École,school,École maternelle Ovide Decroly,50.6255482,3.0524157
Nuisance - École,school,École primaire Quinet-Rollin,50.6255336,3.0532063
Nuisance - École,school,École maternelle Du Bellay,50.6273688,3.0598522
Nuisance - École,school,École maternelle Gounod,50.6295655,3.0476247
Nuisance - École,school,École élémentaire Lavoisier,50.6294265,3.0475969
Nuisance - École,school,École maternelle Bichat,50.6224032,3.03779
Nuisance - École,school,École élémentaire Littré,50.6228545,3.0374443
Nuisance - École,school,Groupe scolaire Samain-Trulin-Aicard,50.6192419,3.0308199
Nuisance - École,school,École maternelle Beranger - Hachette,50.618927,3.0361525
Nuisance - École,school,École élémentaire Chenier Severine,50.6182367,3.0360588
Nuisance - École,school,École primaire Madame de Maintenon,50.6335445,3.043729
Nuisance - École,school,École Maternelle Chateaubriand,50.6333385,3.0439352
Nuisance - École,school,École élémentaire Boufflers - Monge,50.6322997,3.0715179
Nuisance - École,school,École maternelle Wicar,50.6319568,3.0717199
Nuisance - École,school,École maternelle Les Petits Pouchins,50.6306004,3.0730525
Nuisance - École,school,École élémentaire Lalo - Clement,50.6310627,3.0735542
Nuisance - École,school,École primaire Sophie Germain,50.6341106,3.0583431
Nuisance - École,school,École maternelle Gutenberg,50.6375924,3.0568366
Nuisance - École,school,École élémentaire d'application Edouard Branly niveau 1,50.6388881,3.0548602
Nuisance - École,school,École maternelle Jean-Jacques Rousseau,50.6426444,3.0540863
Nuisance - École,school,Lycée général privé Notre-Dame de La Paix,50.642961,3.062105
Nuisance - École,school,École maternelle Auguste Comte,50.6432907,3.0664797
Nuisance - École,school,École maternelle Jenner,50.6429193,3.0649467
Nuisance - École,school,École primaire Lamartine,50.6428867,3.0646198
Nuisance - École,school,École primaire privée Notre-Dame de La Paix,50.6412587,3.0671674
Nuisance - École,school,Collège Carnot,50.6397403,3.0666324
Nuisance - École,school,École primaire privée Dominique Savio,50.6417825,3.015903
Nuisance - École,school,Collège Jean Jaurès,50.6411054,3.0103632
Nuisance - École,school,École élémentaire Léon Blum,50.6496051,3.0042745
Nuisance - École,school,École maternelle Paul Bert,50.6488605,3.0043963
Nuisance - École,school,École primaire Jean Minet,50.6499003,2.9861803
Nuisance - École,school,École maternelle Adolphe Defrenne,50.6494134,2.9858539
Nuisance - École,school,Collège Jean Zay,50.647708,2.9853727
Nuisance - École,school,École maternelle Victor Hugo,50.6316555,3.0036018
Nuisance - École,school,École primaire privée Saint-Jean,50.632012,3.0055944
Nuisance - École,school,Lycée hôtelier international de Lille,50.6286185,3.0936117
Nuisance - École,school,Lycée horticole de Lomme,50.6505388,2.9942701
Nuisance - École,school,Collège privé Saint-Paul,50.633303,3.0498099
Nuisance - École,school,École élémentaire Lakanal - Madame Campan,50.6279579,3.089704
Nuisance - École,school,École primaire privée Sainte-Thérèse,50.6284202,3.050963
Nuisance - École,school,Lycée Général Privé Catholique Sainte-Thérèse d'Avila,50.6313807,3.047481
Nuisance - École,school,Collège Boris Vian,50.6305692,3.0941618
Nuisance - École,school,Vrije Basisschool De Wingerd,51.2279682,4.8372842
Nuisance - École,school,École primaire Ariane Capon,50.6231221,3.0789478
Nuisance - École,school,École maternelle La Fontaine,50.6405048,3.0855787
Nuisance - École,school,Lycée professionnel Aimé Césaire,50.6309057,3.0925232
Nuisance - École,school,École primaire privée Sainte-Elisabeth,50.6174364,3.024272
Nuisance - École,school,Lycée Saint-Paul,50.6284306,3.0488837
Nuisance - École,school,École primaire privée Sainte-Anne,50.647993,2.9886365
Nuisance - École,school,Établissement régional d'enseignement adapté Nelson Mandela,50.6417374,2.976565
Nuisance - École,school,Vrije Basisschool 't Klavernest,51.2658031,4.783447
Nuisance - École,school,Collège privé Thérèse d'Avila,50.6288462,3.0450861
Nuisance - École,school,Collège Franklin,50.6291492,3.0704762
Nuisance - École,school,Freinetschool 'De Vlindertuin',51.2358012,4.8292654
Nuisance - École,school,Lycée Fénelon,50.6315535,3.0577391
Nuisance - École,school,École primaire privée La Salle,50.6247637,3.0404874
Nuisance - École,school,École Professionnelle des Industries Lilloises (EPIL),50.6223131,3.0573117
Nuisance - École,school,École primaire privée Saint-Louis,50.6247731,3.0903794
Nuisance - École,school,Lycée privé Averroès,50.6140233,3.0540199
Nuisance - École,school,École maternelle Edouard Herriot,50.6208344,3.1205035
Nuisance - École,school,École primaire Edouard Herriot,50.6200259,3.1202531
Nuisance - École,school,Collège Saint-Joseph,50.6166649,3.025682
Nuisance - École,school,Institution Sainte-Claire,50.6342097,3.0685877
Nuisance - École,school,Ensemble scolaire La Salle,50.6292841,3.0392843
Nuisance - École,school,École maternelle Victor Hugo,50.6215775,3.0604733
Nuisance - École,school,École primaire Arago - Jacquart,50.6216187,3.0608964
Nuisance - École,school,École élémentaire Diderot,50.6464254,3.0580793
Nuisance - École,school,École primaire privée Sacré-Coeur,50.6339945,3.0868848
Nuisance - École,school,GBS De Komeet Gierle (Lagere school),51.2660536,4.8647959
Nuisance - École,school,Groupe scolaire Briand-Buisson-Nadaud,50.6070514,3.0399572
Nuisance - École,school,Collège Louise Michel,50.6053971,3.0468076
Nuisance - École,school,École élémentaire George Sand,50.6316876,3.0903246
Nuisance - École,school,École primaire Jean Rostand,50.6200043,3.1059902
Nuisance - École,school,Lycée général privé Saint-Paul,50.6410899,3.0576
Nuisance - École,school,Groupe scolaire Roland Lamartine,50.6452184,2.9910254
Nuisance - École,school,École élémentaire Marie Curie-Louis Pasteur,50.6406189,2.9931213
Nuisance - École,school,École primaire privée Sainte-Anne-Saint-Joachim,50.6494915,3.0928216
Nuisance - École,school,École élémentaire Pasteur,50.6270656,3.0621814
Nuisance - École,school,École maternelle Mozart,50.6269632,3.0619922
Nuisance - École,school,Lycée général et technologique Louis Pasteur,50.6428656,3.0702766
Nuisance - École,school,Collège Miriam Makeba,50.6183402,3.0647947
Nuisance - École,school,École primaire Jean Rostand,50.6200043,3.1058142
Nuisance - Aire de jeux,playground,Inconnu,50.625799,3.0558376
Nuisance - Aire de jeux,playground,Inconnu,50.6426784,3.068431
Nuisance - Aire de jeux,playground,Jeux de raquettes,50.6271094,3.0710276
Nuisance - Aire de jeux,playground,Inconnu,50.6408803,3.0380983
Nuisance - Aire de jeux,playground,Inconnu,50.6356842,3.0090493
Nuisance - Aire de jeux,playground,Inconnu,50.6358384,3.0088636
Nuisance - Aire de jeux,playground,Inconnu,50.6217936,3.0397242
Nuisance - Aire de jeux,playground,Inconnu,50.6220075,3.0397969
Nuisance - Aire de jeux,playground,Inconnu,50.6265186,3.0551077
Nuisance - Aire de jeux,playground,Inconnu,50.6198282,3.0709851
Nuisance - Aire de jeux,playground,Inconnu,50.6281818,3.0773654
Nuisance - Aire de jeux,playground,Inconnu,50.6437527,2.9789471
Nuisance - Aire de jeux,playground,Inconnu,50.6385839,2.9877389
Nuisance - Aire de jeux,playground,Inconnu,50.6332058,3.0065588
Nuisance - Aire de jeux,playground,Inconnu,50.6298933,3.0079214
Nuisance - Aire de jeux,playground,Inconnu,50.6073487,3.0574296
Nuisance - Aire de jeux,playground,Inconnu,50.6192543,3.0281295
Nuisance - Aire de jeux,playground,Inconnu,50.6461695,2.9985239
Nuisance - Aire de jeux,playground,Square Gavarni,50.6333859,3.0262576
Nuisance - Aire de jeux,playground,Inconnu,50.6486727,3.0631217
Nuisance - Aire de jeux,playground,Inconnu,50.6411972,3.0861776
Nuisance - Aire de jeux,playground,Inconnu,50.6225187,3.0735907
Nuisance - Aire de jeux,playground,Inconnu,50.6106904,3.055546
Nuisance - Aire de jeux,playground,Inconnu,50.6074553,3.0556345
Nuisance - Aire de jeux,playground,Inconnu,50.6053728,3.0565134
Nuisance - Aire de jeux,playground,Inconnu,50.607733,3.0449519
Nuisance - Aire de jeux,playground,Inconnu,50.6076621,3.0453859
Nuisance - Aire de jeux,playground,Inconnu,50.605993,3.0542738
Nuisance - Aire de jeux,playground,Inconnu,50.604772,3.0534176
Nuisance - Aire de jeux,playground,Inconnu,50.6042008,3.0551994
Nuisance - Aire de jeux,playground,Inconnu,50.603103,3.0539732
Nuisance - Aire de jeux,playground,Inconnu,50.6075748,3.0463098
Nuisance - Aire de jeux,playground,Inconnu,50.6094787,3.0418256
Nuisance - Aire de jeux,playground,Inconnu,50.6112336,3.0440692
Nuisance - Aire de jeux,playground,Inconnu,50.6095532,3.0401663
Nuisance - Aire de jeux,playground,Inconnu,50.6105896,3.044184
Nuisance - Aire de jeux,playground,Inconnu,50.6146737,3.0723879
Nuisance - Aire de jeux,playground,Inconnu,50.6187997,3.0359101
Nuisance - Aire de jeux,playground,Inconnu,50.6212931,3.0307299
Nuisance - Aire de jeux,playground,Inconnu,50.6198139,3.030603
Nuisance - Aire de jeux,playground,Inconnu,50.6196176,3.0310456
Nuisance - Aire de jeux,playground,Inconnu,50.6192141,3.0306416
Nuisance - Aire de jeux,playground,Inconnu,50.614737,3.033379
Nuisance - Aire de jeux,playground,Inconnu,50.6227038,3.0383924
Nuisance - Aire de jeux,playground,Inconnu,50.6277326,3.0343677
Nuisance - Aire de jeux,playground,Inconnu,50.6362016,2.9877356
Nuisance - Aire de jeux,playground,Inconnu,50.6491822,2.9860363
Nuisance - Aire de jeux,playground,Inconnu,50.6426197,3.013874
Nuisance - Aire de jeux,playground,Inconnu,50.6388181,3.049323
Nuisance - Aire de jeux,playground,Inconnu,50.6386241,3.0493055
Nuisance - Aire de jeux,playground,Inconnu,50.6384881,3.0491164
Nuisance - Aire de jeux,playground,Inconnu,50.6213149,3.0304629
Nuisance - Aire de jeux,playground,Inconnu,50.6085504,3.0465951
Nuisance - Aire de jeux,playground,Inconnu,50.6428503,2.9773795
Nuisance - Aire de jeux,playground,Inconnu,50.6293963,3.0037658
Nuisance - Aire de jeux,playground,Inconnu,50.6316943,3.0035586
Nuisance - Aire de jeux,playground,Inconnu,50.6383508,2.9876764
Nuisance - Aire de jeux,playground,Inconnu,50.6334319,3.0405396
Nuisance - Aire de jeux,playground,Inconnu,50.6335274,3.0407854
Nuisance - Aire de jeux,playground,Inconnu,50.6199534,3.0411758
Nuisance - Aire de jeux,playground,Inconnu,50.6200334,3.041005
Nuisance - Aire de jeux,playground,Inconnu,50.6215053,3.0404131
Nuisance - Aire de jeux,playground,Inconnu,50.6201731,3.0408681
Nuisance - Aire de jeux,playground,Inconnu,50.6202561,3.0409867
Nuisance - Aire de jeux,playground,Inconnu,50.6174833,3.0753388
Nuisance - Aire de jeux,playground,Inconnu,50.6375951,3.0419898
Nuisance - Aire de jeux,playground,Inconnu,51.2630811,4.7883874
Nuisance - Aire de jeux,playground,Inconnu,50.6413321,3.0875962
Nuisance - Aire de jeux,playground,Inconnu,50.6413075,3.0876634
Nuisance - Aire de jeux,playground,Inconnu,50.6413422,3.0877324
Nuisance - Aire de jeux,playground,Inconnu,50.620437,3.049469
Nuisance - Aire de jeux,playground,Inconnu,50.6203889,3.0495163
Nuisance - Aire de jeux,playground,Inconnu,50.6205269,3.0495813
Nuisance - Aire de jeux,playground,Inconnu,50.6205527,3.0496388
Nuisance - Aire de jeux,playground,Inconnu,50.6344569,3.0720059
Nuisance - Aire de jeux,playground,Inconnu,50.6362532,3.0398777
Nuisance - Aire de jeux,playground,Inconnu,50.636259,3.0396724
Nuisance - Aire de jeux,playground,Inconnu,50.6366436,3.0399424
Nuisance - Aire de jeux,playground,Inconnu,50.6365914,3.0400506
Nuisance - Aire de jeux,playground,Inconnu,50.6202752,3.0533599
Nuisance - Aire de jeux,playground,Inconnu,50.6497134,3.0042986
Nuisance - Aire de jeux,playground,Inconnu,50.6497245,3.004399
Nuisance - Aire de jeux,playground,Inconnu,50.6497874,3.0044959
Nuisance - Aire de jeux,playground,Inconnu,50.6413202,2.9925884
Nuisance - Aire de jeux,playground,Inconnu,50.6123526,3.057304
Nuisance - Aire de jeux,playground,Tyrolienne,50.6554161,2.9810176
Nuisance - Aire de jeux,playground,Inconnu,50.6186061,3.0552485
Nuisance - Aire de jeux,playground,Inconnu,50.6115055,3.0440557
Nuisance - Aire de jeux,playground,Inconnu,50.6296832,3.1058623
Nuisance - Aire de jeux,playground,Smallicieux,50.6160198,3.0468473
Nuisance - Aire de jeux,playground,Inconnu,50.6367238,3.0868464
Nuisance - Aire de jeux,playground,Inconnu,50.6367314,3.0554704
Nuisance - Aire de jeux,playground,Inconnu,50.6157267,3.0637241
Nuisance - Aire de jeux,playground,Buurtspeelpleintje Meidoornlaan,51.2660642,4.7797881
Nuisance - Aire de jeux,playground,Inconnu,50.6281041,3.0239988
Nuisance - Aire de jeux,playground,Inconnu,50.6412832,3.088163
Nuisance - Aire de jeux,playground,Inconnu,50.6425603,3.0888098
Nuisance - Aire de jeux,playground,Inconnu,50.6464104,3.0886911
Nuisance - Aire de jeux,playground,Buurtspeelplein Meikloklaan,51.2757148,4.8697036
Nuisance - Aire de jeux,playground,Inconnu,50.6355521,3.0910795
Nuisance - Aire de jeux,playground,Inconnu,50.6443236,3.0617361
Nuisance - Aire de jeux,playground,Inconnu,50.6269954,3.0693073
Nuisance - Aire de jeux,playground,Inconnu,50.6563955,2.9822795
Nuisance - Aire de jeux,playground,Labyrinthe végétal,50.6560579,2.985889
Nuisance - Aire de jeux,playground,Inconnu,50.6355777,3.0316767
Nuisance - Aire de jeux,playground,Inconnu,50.6287861,3.1098902
Nuisance - Aire de jeux,playground,Inconnu,50.6348951,3.095587
Nuisance - Aire de jeux,playground,Inconnu,50.6550779,2.9805301
Nuisance - Aire de jeux,playground,Inconnu,50.6158367,3.0340977
Nuisance - Aire de jeux,playground,Inconnu,50.6220555,3.0507918
Nuisance - Aire de jeux,playground,Inconnu,51.267162,4.8694636
Nuisance - Aire de jeux,playground,Inconnu,50.6318634,3.070537
Nuisance - Aire de jeux,playground,Inconnu,50.6315027,3.0708204
Nuisance - Aire de jeux,playground,Inconnu,50.6309598,3.029215
Nuisance - Aire de jeux,playground,Inconnu,50.6192812,3.0785055
