id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url
448,ParuVendu,915.0,49.0,18.67,Appartement,49 m2 4,69004,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287846002A1KILHAP000
449,ParuVendu,790.0,25.0,31.6,Appartement,25 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287817342A1KILHAP000
450,ParuVendu,1390.0,71.0,19.58,Appartement,71 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1286643582A1KILHAP000
452,ParuVendu,950.0,45.0,21.11,Appartement,45 m2 4,69004,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287774395A1KILHAP000
453,ParuVendu,600.0,10.0,60.0,Appartement,10 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287774394A1KILHAP000
454,ParuVendu,950.0,48.0,19.79,Appartement,48 m2 1,69001,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287757828A1KILHAP000
455,ParuVendu,710.0,26.0,27.31,Appartement,26 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288326705A1KILHAP000
456,ParuVendu,1550.0,63.0,24.6,Appartement,63 m2 4,69004,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287729534A1KILHAP000
458,ParuVendu,2525.0,130.0,19.42,Appartement,130 m2 1,69001,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287704242A1KILHAP000
459,ParuVendu,1190.0,51.0,23.33,Appartement,51 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1286864605A1KILHAP000
460,ParuVendu,835.0,63.0,13.25,Appartement,63 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287683163A1KILHAP000
461,ParuVendu,1250.0,52.0,24.04,Appartement,52 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1266862801A1KILHAP000
462,ParuVendu,620.0,28.0,22.14,Appartement,28 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1282739554A1KILHAP000
463,ParuVendu,820.0,37.0,22.16,Appartement,37 m2 1,69001,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287262740A1KILHAP000
464,ParuVendu,850.0,50.0,17.0,Appartement,50 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287532582A1KILHAP000
465,ParuVendu,2995.0,214.0,14.0,Appartement,214 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287526181A1KILHAP000
466,ParuVendu,1880.0,115.0,16.35,Appartement,115 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287364085A1KILHAP000
467,ParuVendu,930.0,49.0,18.98,Appartement,49 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287345924A1KILHAP000
468,ParuVendu,1200.0,64.0,18.75,Appartement,64 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287342302A1KILHAP000
469,ParuVendu,530.0,17.0,31.18,Appartement,17 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287280505A1KILHAP000
470,ParuVendu,800.0,26.0,30.77,Appartement,26 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287189245A1KILHAP000
471,ParuVendu,1999.0,149.0,13.42,Appartement,149 m2 1,69001,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1285973345A1KILHAP000
472,ParuVendu,1070.0,55.0,19.45,Appartement,55 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1281957200A1KILHAP000
473,ParuVendu,1730.0,83.0,20.84,Appartement,83 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1281074897A1KILHAP000
474,ParuVendu,545.0,18.0,30.28,Appartement,18 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1277533292A1KILHAP000
475,ParuVendu,1170.0,50.0,23.4,Appartement,50 m2 6,69006,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1274674751A1KILHAP000
476,ParuVendu,589.0,18.0,32.72,Appartement,18 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1268617259A1KILHAP000
477,ParuVendu,1460.0,47.0,31.06,Appartement,47 m2 4,69004,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288527432A1KILHAP000
478,ParuVendu,1429.0,47.0,30.4,Appartement,47 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288527428A1KILHAP000
479,ParuVendu,1460.0,47.0,31.06,Appartement,47 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288523958A1KILHAP000
480,ParuVendu,875.0,45.0,19.44,Appartement,45 m2 1,69001,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288402145A1KILHAP000
481,ParuVendu,925.0,43.0,21.51,Appartement,43 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288548098A1KILHAP000
482,ParuVendu,750.0,25.0,30.0,Appartement,25 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288547888A1KILHAP000
483,ParuVendu,715.0,30.0,23.83,Appartement,30 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537944A1KILHAP000
484,ParuVendu,550.0,25.0,22.0,Appartement,25 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537912A1KILHAP000
485,ParuVendu,390.0,15.0,26.0,Appartement,15 m2 6,69006,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537906A1KILHAP000
486,ParuVendu,883.0,45.0,19.62,Appartement,45 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537897A1KILHAP000
487,ParuVendu,1070.0,68.0,15.74,Appartement,68 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537831A1KILHAP000
488,ParuVendu,1229.0,85.0,14.46,Appartement,85 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537821A1KILHAP000
489,ParuVendu,440.0,15.0,29.33,Appartement,15 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537793A1KILHAP000
490,ParuVendu,650.0,15.0,43.33,Appartement,15 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537758A1KILHAP000
491,ParuVendu,690.0,57.0,12.11,Appartement,57 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537747A1KILHAP000
493,ParuVendu,571.0,18.0,31.72,Appartement,18 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537070A1KILHAP000
495,ParuVendu,660.0,20.0,33.0,Appartement,20 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288536983A1KILHAP000
496,ParuVendu,500.0,13.0,38.46,Appartement,13 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537710A1KILHAP000
497,ParuVendu,998.0,45.0,22.18,Appartement,45 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537799A1KILHAP000
499,ParuVendu,580.0,12.0,48.33,Appartement,12 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537694A1KILHAP000
500,ParuVendu,1095.0,70.0,15.64,Appartement,70 m2 7,69007,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537922A1KILHAP000
501,ParuVendu,1500.0,71.0,21.13,Appartement,71 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537789A1KILHAP000
502,ParuVendu,1300.0,45.0,28.89,Appartement,Duplex/triplex 45 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/duplex-triplex/1288537605A1KILHDU000
503,ParuVendu,1200.0,55.0,21.82,Appartement,55 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287262708A1KILHAP000
504,ParuVendu,910.0,38.0,23.95,Appartement,38 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287262739A1KILHAP000
506,ParuVendu,1195.0,31.0,38.55,Appartement,31 m2 8,69008,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537861A1KILHAP000
507,ParuVendu,650.0,31.0,20.97,Appartement,31 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537779A1KILHAP000
509,ParuVendu,990.0,55.0,18.0,Appartement,55 m2 9,69009,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537756A1KILHAP000
510,ParuVendu,1042.0,48.0,21.71,Appartement,48 m2 5,69005,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537509A1KILHAP000
511,ParuVendu,2550.0,60.0,42.5,Appartement,60 m2 6,69006,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537512A1KILHAP000
512,ParuVendu,1280.0,67.0,19.1,Appartement,67 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537947A1KILHAP000
513,ParuVendu,620.0,25.0,24.8,Appartement,25 m2 2,69002,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1288537703A1KILHAP000
514,ParuVendu,1086.0,63.0,17.24,Appartement,63 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/t3-lyon-3/1269412486A1KILHAP000
515,ParuVendu,580.0,31.0,18.71,Appartement,31 m2 3,69003,Lyon,,,https://www.paruvendu.fr/immobilier/location/appartement/1287757139A1KILHAP000
517,SeLoger,980.0,50.0,19.6,Appartement,"2 pièce - 1 chambre - s, , 50 m², Étage 4/4",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260260109.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
519,SeLoger,1290.0,74.9,17.22,Appartement,"3 pièce - 2 chambre - s, s, 74,9 m², étage",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/monplaisir-le-bachut/259425079.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
520,SeLoger,728.0,20.0,36.4,Appartement,"1 pièce - 20 m², étage, dès le 01/03/2026",69006,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/259712337.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
521,SeLoger,1600.0,101.0,15.84,Appartement,"4 pièce - 3 chambre - s, s, 101 m², étage",69004,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-4eme-69/plateau-de-la-croix-rousse-saone/256257927.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
525,SeLoger,1002.0,71.6,13.99,Appartement,"2 pièce - 2 chambre - s, s, 71,6 m², étage",69001,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260574471.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
526,SeLoger,550.0,19.5,28.21,Appartement,"1 pièce - 19,5 m², RDC",69000,Lyon,,,https://www.seloger.com/annonces/locations/appartement/champagne-au-mont-d-or-69/contour/259450299.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
527,SeLoger,550.0,15.0,36.67,Appartement,"1 pièce - 15 m², Étage 2/3",69000,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260780073.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
528,SeLoger,1390.0,75.3,18.46,Appartement,"3 pièce - 2 chambre - s, s, 75,3 m², étage",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260742471.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
529,SeLoger,1195.0,81.9,14.59,Appartement,"3 pièce - 2 chambre - s, s, 81,9 m², étage",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260016573.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
530,SeLoger,1317.0,72.6,18.14,Appartement,"3 pièce - 2 chambre - s, s, 72,6 m², Étage 5/7",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260006591.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
531,SeLoger,970.0,42.2,22.99,Appartement,"2 pièce - 1 chambre - s, , 42,2 m², étage",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/jean-mace/254587173.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
532,SeLoger,952.0,20.5,46.44,Appartement,"1 pièce - 20,5 m², étage, dès le 01/03/2026",69000,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/les-brotteaux-bellecombe-massena/259512523.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
533,SeLoger,1120.0,64.3,17.42,Appartement,"3 pièce - 2 chambre - s, s, 64,3 m², étage",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260162909.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
534,SeLoger,1620.0,100.0,16.2,Appartement,"4 pièce - 3 chambre - s, s, 100 m², Étage 3/3",69009,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/259956853.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
535,SeLoger,800.0,31.2,25.64,Appartement,"2 pièce - 1 chambre - s, , 31,2 m², étage",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260286599.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
536,SeLoger,1121.0,64.0,17.52,Appartement,"2 pièce - 1 chambre - s, , 64 m², étage",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/256158211.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
537,SeLoger,1135.0,58.9,19.27,Appartement,"2 pièce - 1 chambre - s, , 58,9 m², étage",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/montchat/256626577.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
539,SeLoger,900.0,58.8,15.31,Appartement,"3 pièce - 2 chambre - s, s, 58,8 m², étage",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/transvaal/253356197.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
540,SeLoger,870.0,45.0,19.33,Appartement,"2 pièce - 1 chambre - s, , 45 m², étage",69000,Lyon,,,https://www.seloger.com/annonces/locations/appartement/bron-69/260710787.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
541,SeLoger,2980.0,225.0,13.24,Appartement,"6 pièce - 4 chambre - s, s, 225 m², Étage 3/6",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/la-guillotiere-sud/258924745.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
542,SeLoger,2340.0,115.0,20.35,Appartement,"4 pièce - 3 chambre - s, s, 115 m², Étage 4/5",69006,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/258164067.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
544,SeLoger,727.0,25.0,29.08,Appartement,"1 pièce - 25 m², étage",69002,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/259512773.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
545,SeLoger,1795.0,87.0,20.63,Appartement,"3 pièce - 2 chambre - s, s, 87 m², Étage 6/6",69002,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/260341315.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
548,SeLoger,1003.0,67.6,14.84,Appartement,"3 pièce - 2 chambre - s, s, 67,6 m², étage",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/sans-souci-dauphine/255383861.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
549,SeLoger,716.0,15.0,47.73,Studio,"1 pièce - Studio - , 15 m², Étage 1/3",69000,Lyon,,,https://www.seloger.com/255288325/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
550,SeLoger,1696.0,112.0,15.14,Appartement,"3 pièce - 2 chambre - s, s, 112 m², Étage 6/7",69004,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260819459.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
551,SeLoger,1050.0,47.9,21.92,Appartement,"2 pièce - 1 chambre - s, , 47,9 m², étage",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/monplaisir-le-bachut/254976785.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
552,SeLoger,1294.0,64.1,20.19,Appartement,"2 pièce - 1 chambre - s, , 64,1 m², RDC/5",69001,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-1er-69/croix-paquet/258334541.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
553,SeLoger,1070.0,49.3,21.7,Appartement,"2 pièce - Duplex s, 49,3 m², Étage 2/3",69005,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/vieux-lyon/257217325.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
554,SeLoger,1350.0,59.0,22.88,Appartement,"2 pièce - 1 chambre - s, , 59 m², Étage 2/6",69002,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/257214893.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
555,SeLoger,1200.0,38.9,30.85,Appartement,"2 pièce - 1 chambre - s, , 38,9 m², étage",69002,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/255412661.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
557,SeLoger,1100.0,70.0,15.71,Appartement,"3 pièce - 2 chambre - s, s, 70 m², étage",69009,Lyon,,,https://www.seloger.com/259299001/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
559,SeLoger,1340.0,45.0,29.78,Appartement,"2 pièce - 1 chambre - s, , 45 m², Étage 4/6",69002,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-2eme-69/bellecour-ainay/184010975.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
560,SeLoger,499.0,14.4,34.65,Appartement,"14,4 m², étage",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/part-dieu/258788203.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
561,SeLoger,1990.0,88.0,22.61,Appartement,"3 pièce - 2 chambre - s, s, 88 m², étage",69006,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/253237649.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
564,SeLoger,1260.0,54.0,23.33,Appartement,"3 pièce - 2 chambre - s, s, 54 m², Étage 4/6",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260728769.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
565,SeLoger,1233.0,55.4,22.26,Appartement,"2 pièce - 1 chambre - s, , 55,4 m², étage",69006,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-6eme-69/258240007.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
567,SeLoger,613.0,37.0,16.57,Appartement,"1 pièce - 37 m², étage, dès le 07/03/2026",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260896801.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
569,SeLoger,550.0,15.3,35.95,Studio,"1 pièce - Studio , 15,3 m², RDC",69008,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/montchat/255080119.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
570,SeLoger,630.0,15.0,42.0,Studio,"1 pièce - Studio , 15 m², étage, disponible dès maintenant",69007,Lyon,,,https://www.seloger.com/254427597/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
571,SeLoger,780.0,24.0,32.5,Appartement,"2 pièce - 1 chambre - s, , 24 m², RDC",69007,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260606201.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
572,SeLoger,727.0,38.8,18.74,Appartement,"2 pièce - 1 chambre - Duplex s, , 38,8 m², RDC",69000,Lyon,,,https://www.seloger.com/annonces/locations/appartement/villeurbanne-69/260196687.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
573,SeLoger,550.0,16.0,34.38,Appartement,"1 pièce - 16 m², Étage 6/6",69003,Lyon,,,https://www.seloger.com/annonces/locations/appartement/lyon-69/260728815.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D2&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
