categorie_cavalier,type_osm,nom_lieu,latitude,longitude,code_postal
Vice - Tabac,tobacco,Espace 117,45.7373405,4.8526546,69008.0
Vice - Tabac,tobacco,Tabac AG5,45.759054,4.8297217,69002.0
Vice - Tabac,tobacco,Tabac du Moulin à vent,45.7298015,4.8534952,69200.0
Vice - Tabac,tobacco,Le Lutetia,45.7482722,4.8803608,69003.0
Vice - Tabac,tobacco,Inconnu,45.7302264,4.885285,69008.0
Vice - Tabac,tobacco,Campus Chicha,45.7490962,4.8424853,69007.0
Vice - Tabac,tobacco,Inconnu,45.7554583,4.8082112,69005.0
Vice - Tabac,tobacco,La civette du pharaon,45.7846554,4.8526836,69006.0
Vice - Tabac,tobacco,Joko,45.7704859,4.8614987,69006.0
Vice - Tabac,tobacco,Magpresse,45.7627223,4.7976308,69005.0
Vice - Tabac,tobacco,Tabac Lafayette,45.7636113,4.8639656,69003.0
Vice - Tabac,tobacco,Inconnu,45.7756124,4.7951253,69009.0
Vice - Tabac,tobacco,Smoke Shop,45.7611909,4.8556693,69003.0
Vice - Casino,casino,Le Pharaon,45.7847561,4.8527698,69006.0
Vice - CBD Shop,cannabis,CBD Shop,45.7528917,4.8306852,69002.0
Vice - CBD Shop,cannabis,High Society,45.7539177,4.8465622,69007.0
Vice - CBD Shop,cannabis,Dr. Greentown,45.7634937,4.842753,69003.0
Vice - CBD Shop,cannabis,CBioD,45.7778059,4.8333,69004.0
Vice - CBD Shop,cannabis,Nativus,45.774241,4.807453,69009.0
Vice - CBD Shop,cannabis,CBD shop,45.7749061,4.8063496,69009.0
Vice - CBD Shop,cannabis,Les Gones CBD,45.7635477,4.8527624,69003.0
Vice - CBD Shop,cannabis,Generation Vape,45.7637333,4.847409,69006.0
Vice - CBD Shop,cannabis,Plaisirs Délices,45.7664917,4.845156,69006.0
Vice - CBD Shop,cannabis,Elijah,45.7675892,4.831845,69001.0
Vice - CBD Shop,cannabis,Le CBD français,45.7766309,4.832004,69004.0
Vice - CBD Shop,cannabis,Plaisirs Délices,45.767748,4.8564547,69006.0
Gentrification - Yoga,yoga,O Yoga,45.7668476,4.8436044,69006.0
Gentrification - Yoga,yoga,Centre de yoga Lyon Jean Macé,45.7451139,4.8457217,69007.0
Gentrification - Yoga,yoga,École de Yoga Mysore,45.7503946,4.8294089,69002.0
Gentrification - Yoga,yoga,Yoga Korner,45.7668904,4.8349262,69001.0
Gentrification - Yoga,yoga,Saône et Soi,45.767255,4.8245857,69005.0
Gentrification - Yoga,yoga,Tiny Yoga Club,45.7617636,4.8440963,69003.0
Gentrification - Yoga,yoga,Sesam,45.7497316,4.8389474,69007.0
Gentrification - Yoga,yoga,Oblique,45.7515265,4.8444848,69007.0
Gentrification - Yoga,yoga,Centre Tao Yoga,45.7768287,4.8361675,69004.0
Gentrification - Yoga,yoga,L'Atelier du Yoga,45.7763489,4.8338993,69004.0
Gentrification - Yoga,yoga,Pachamama,45.7745389,4.8071435,69009.0
Gentrification - Yoga,yoga,Cocon Yoga,45.7444915,4.8317536,69007.0
Gentrification - Yoga,yoga,The Good Flow,45.7649115,4.8541566,69006.0
Gentrification - Yoga,yoga,Yoga Citta,45.757433,4.8481296,69003.0
Gentrification - Yoga,yoga,Yoga Room,45.7629657,4.8491524,69003.0
Gentrification - Yoga,yoga,Centre de yoga Narayan,45.7731945,4.8067801,69009.0
Gentrification - Yoga,yoga,Yoga Horizon,45.7691949,4.8321279,69001.0
Gentrification - Yoga,yoga,Elixir Studio,45.7522044,4.827735,69002.0
Gentrification - Yoga,yoga,Savasana,45.7805027,4.8324092,69004.0
Gentrification - Yoga,yoga,Sésam,45.7698858,4.8474003,69006.0
Gentrification - Crèche,childcare,Inconnu,45.7449963,4.8446204,69007.0
Gentrification - Crèche,childcare,Micro crèche,45.7568779,4.8515324,69003.0
Gentrification - Crèche,childcare,Crèche du pôle 9,45.8013114,4.8317689,69009.0
Gentrification - Crèche,childcare,Crèche multi-accueil municipale,45.7989881,4.8245755,69009.0
Gentrification - Crèche,childcare,Maison de l'Enfance et de la Jeunesse Croix-Rousse,45.7774808,4.8358479,69004.0
Gentrification - Crèche,childcare,Crèche People & Baby,45.7801875,4.8347462,69004.0
Gentrification - Crèche,childcare,Crèche Saint-Bernard,45.7750651,4.834656,69004.0
Gentrification - Crèche,childcare,Crèche Pirouette,45.7797176,4.8402877,69004.0
Gentrification - Crèche,childcare,Chaudoudoux,45.7306311,4.8291419,69007.0
Gentrification - Crèche,childcare,Les Savants Fous,45.7306279,4.829386,69007.0
Gentrification - Crèche,childcare,Gard'eden Tourmeline,45.7582458,4.8151777,69005.0
Gentrification - Crèche,childcare,Babychou services,45.7371198,4.8667663,69008.0
Gentrification - Crèche,childcare,Nouvel ère,45.7569278,4.8158758,69005.0
Gentrification - Crèche,childcare,Assadia,45.7485646,4.8428068,69007.0
Gentrification - Crèche,childcare,Grain de Soleil,45.7527037,4.8216357,69005.0
Gentrification - Crèche,childcare,Crèche collective municipale Henon,45.779236,4.821366,69004.0
Gentrification - Épicerie Fine,deli,L'épicerie Afghane,45.7531636,4.8544064,69003.0
Gentrification - Épicerie Fine,deli,L'Artisanat Monastique,45.7579398,4.8293236,69002.0
Gentrification - Épicerie Fine,deli,Maison Godard,45.7691481,4.8522903,69006.0
Gentrification - Épicerie Fine,deli,Paul Basta,45.7646404,4.8282179,69005.0
Gentrification - Épicerie Fine,deli,Produits d'Ukraine,45.7565241,4.8430081,69003.0
Gentrification - Épicerie Fine,deli,Herboristerie,45.7611804,4.8267382,69005.0
Gentrification - Épicerie Fine,deli,Secrets d'apiculteur,45.7620838,4.8273573,69005.0
Gentrification - Épicerie Fine,deli,La Belle-Iloise,45.7621162,4.8273935,69005.0
Gentrification - Épicerie Fine,deli,Abel,45.7702135,4.8589738,69006.0
Gentrification - Épicerie Fine,deli,L'Atelier Espagnol,45.7540837,4.8849459,69003.0
Gentrification - Épicerie Fine,deli,C-Gastronomie,45.7676941,4.8423613,69006.0
Gentrification - Épicerie Fine,deli,Pignol,45.758388,4.8328001,69002.0
Gentrification - Épicerie Fine,deli,Inconnu,45.7631471,4.8280137,69005.0
Gentrification - Épicerie Fine,deli,Naturalmente Italiano,45.7688622,4.8487498,69006.0
Gentrification - Épicerie Fine,deli,Comtesse du Barry,45.7666929,4.8445039,69006.0
Gentrification - Épicerie Fine,deli,Épicerie sur Cours,45.7499611,4.8861669,69003.0
Gentrification - Épicerie Fine,deli,Grazie Gusto,45.7501335,4.8860546,69003.0
Gentrification - Épicerie Fine,deli,C. Reynon,45.7594318,4.8342795,69002.0
Gentrification - Épicerie Fine,deli,Traiteur - Épicerie italienne Nobile,45.7589605,4.8358996,69002.0
Gentrification - Épicerie Fine,deli,Yard,45.7587492,4.8315079,69002.0
Gentrification - Épicerie Fine,deli,Vatel Gourmet,45.7502325,4.8294321,69002.0
Gentrification - Épicerie Fine,deli,Assaggi,45.7544621,4.8322887,69002.0
Gentrification - Épicerie Fine,deli,L'Accord Parfait,45.7696059,4.8470349,69006.0
Gentrification - Épicerie Fine,deli,Little Italy,45.7559744,4.8275342,69002.0
Gentrification - Épicerie Fine,deli,Abel,45.7540164,4.8260899,69002.0
Gentrification - Épicerie Fine,deli,Mazzi,45.7525358,4.8283831,69002.0
Gentrification - Épicerie Fine,deli,Maison Ogier,45.7607854,4.8346817,69002.0
Gentrification - Épicerie Fine,deli,La Vieille Conserverie,45.7522197,4.8295719,69002.0
Gentrification - Épicerie Fine,deli,Tout le canard Domaine de Limagne,45.7633701,4.8328384,69002.0
Gentrification - Épicerie Fine,deli,Ô Divin Plaisir,45.745077,4.8667624,69008.0
Gentrification - Épicerie Fine,deli,G. Detou,45.7580912,4.8292007,69002.0
Gentrification - Épicerie Fine,deli,A l'Olivier,45.7692088,4.8478721,69006.0
Gentrification - Épicerie Fine,deli,La Minaudière Cellerier,45.7643253,4.8333634,69002.0
Gentrification - Épicerie Fine,deli,Famille Mary,45.7643908,4.8333514,69002.0
Gentrification - Épicerie Fine,deli,L’Épicerie de Béline,45.7472334,4.839006,69007.0
Gentrification - Épicerie Fine,deli,Maison Duculty,45.7620704,4.8349346,69002.0
Gentrification - Épicerie Fine,deli,Épicerie Madame,45.7631798,4.8351896,69002.0
Gentrification - Épicerie Fine,deli,Quai des Oliviers,45.7623314,4.8320968,69002.0
Gentrification - Épicerie Fine,deli,Lupo,45.7624554,4.8321311,69002.0
Gentrification - Épicerie Fine,deli,Le Petit Groin,45.7639247,4.8331098,69002.0
Gentrification - Épicerie Fine,deli,Délices de la Caspienne,45.7529646,4.8527841,69003.0
Gentrification - Épicerie Fine,deli,Baionart,45.7666325,4.8327429,69001.0
Gentrification - Épicerie Fine,deli,Africa Musso,45.754245,4.8438944,69007.0
Gentrification - Épicerie Fine,deli,Mama Angélique,45.7545511,4.8432556,69007.0
Gentrification - Épicerie Fine,deli,C Gastronomie,45.7603074,4.8361888,69002.0
Gentrification - Épicerie Fine,deli,Épicerie et Cave by Bistro Jaillet,45.7636672,4.8425452,69006.0
Gentrification - Épicerie Fine,deli,Clostan,45.7692704,4.850974,69006.0
Gentrification - Épicerie Fine,deli,Huilerie Richard,45.7694076,4.8500885,69006.0
Gentrification - Épicerie Fine,deli,Le Sirop de la Rue,45.7642317,4.828332,69005.0
Gentrification - Épicerie Fine,deli,Le Trufficulteur,45.7627342,4.8276827,69005.0
Gentrification - Épicerie Fine,deli,Le Comptoir de Mathilde,45.763131,4.8280018,69005.0
Gentrification - Épicerie Fine,deli,L'Épicerie Artisanale du Vieux Lyon,45.763558,4.8280212,69005.0
Gentrification - Épicerie Fine,deli,L'Épicerie Comptoir Mère Brazier,45.7689557,4.8481921,69006.0
Gentrification - Épicerie Fine,deli,les Saveurs du Potager,45.7649884,4.8437398,69006.0
Gentrification - Épicerie Fine,deli,Le primeur des Gones,45.7683715,4.8320498,69001.0
Gentrification - Épicerie Fine,deli,Inconnu,45.7588371,4.8304299,69002.0
Gentrification - Épicerie Fine,deli,Giraudet,45.7589264,4.8301309,69002.0
Gentrification - Épicerie Fine,deli,Le Comptoir Irlandais,45.761412,4.83164,69002.0
Gentrification - Épicerie Fine,deli,La Maison du Miel,45.775271,4.8312494,69004.0
Gentrification - Épicerie Fine,deli,Pistache d'Alep,45.7747423,4.8067204,69009.0
Gentrification - Épicerie Fine,deli,Patate,45.7663391,4.8199792,69005.0
Gentrification - Épicerie Fine,deli,Vatel Gourmet,45.7697398,4.8536037,69006.0
Gentrification - Épicerie Fine,deli,Les Yeux dans la Quille,45.7301091,4.8296482,69007.0
Gentrification - Épicerie Fine,deli,Priscilla's Lifestyle,45.7746835,4.8271986,69004.0
Gentrification - Épicerie Fine,deli,Nano Casa,45.7802805,4.8072585,69009.0
Gentrification - Épicerie Fine,deli,La maison du marron,45.7542184,4.8323862,69002.0
Gentrification - Épicerie Fine,deli,La Chambre Aux Confitures,45.763361,4.8353229,69002.0
Gentrification - Épicerie Fine,deli,Bonnard,45.7633602,4.8354132,69002.0
Gentrification - Épicerie Fine,deli,Le Petit Vorace,45.7726021,4.8342125,69001.0
Gentrification - Épicerie Fine,deli,La Madrina,45.7697258,4.8521901,69006.0
Gentrification - Épicerie Fine,deli,Bellaroma,45.7637191,4.8458087,69006.0
Gentrification - Épicerie Fine,deli,Chez Dumè,45.7681315,4.8453816,69006.0
Gentrification - Épicerie Fine,deli,Le Phénix,45.7666088,4.8280815,69005.0
Gentrification - Épicerie Fine,deli,Petit Paÿs,45.7520019,4.8553472,69003.0
Gentrification - Épicerie Fine,deli,Les Hâpy'Curiens,45.7475653,4.880747,69003.0
Gentrification - Épicerie Fine,deli,Inconnu,45.7531178,4.8538909,69003.0
Gentrification - Épicerie Fine,deli,Veronatuti,45.7493859,4.8475312,69007.0
Gentrification - Épicerie Fine,deli,Iberico & Co,45.77552,4.8326721,69004.0
Gentrification - Épicerie Fine,deli,Café Terroir,45.7606291,4.8339161,69002.0
Gentrification - Torréfacteur,coffee,Nespresso,45.7606879,4.8330975,69002.0
Gentrification - Torréfacteur,coffee,Bongoo café,45.7685197,4.8474846,69006.0
Gentrification - Torréfacteur,coffee,Jaune Cerise,45.7766715,4.8324048,69004.0
Gentrification - Torréfacteur,coffee,Nespresso,45.7669637,4.8440527,69006.0
Gentrification - Torréfacteur,coffee,La Route des Arômes,45.7544498,4.8299164,69002.0
Gentrification - Torréfacteur,coffee,Shouka,45.7612083,4.8319543,69002.0
Gentrification - Torréfacteur,coffee,Carte Blanche,45.7528108,4.8304467,69002.0
Gentrification - Torréfacteur,coffee,La Route des Arômes,45.7632057,4.8333722,69002.0
Gentrification - Torréfacteur,coffee,Torréfaction Papillons,45.7744125,4.8070738,69009.0
Gentrification - Torréfacteur,coffee,La Route des Arômes,45.7443336,4.8698208,69008.0
Gentrification - Torréfacteur,coffee,Loutsa,45.7453945,4.8658463,69008.0
Gentrification - Torréfacteur,coffee,Loutsa Torréfacteur,45.769423,4.8531473,69006.0
Gentrification - Torréfacteur,coffee,mokxa,45.7752701,4.8312802,69004.0
Gentrification - Torréfacteur,coffee,Shouka,45.7691572,4.8502907,69006.0
Gentrification - Torréfacteur,coffee,Nespresso,45.7612691,4.8552013,69003.0
Gentrification - Torréfacteur,coffee,Loutsa,45.7615356,4.8548129,69003.0
Gentrification - Torréfacteur,coffee,La Route des Arômes,45.7617405,4.8566224,69003.0
Gentrification - Atelier Vélo,bicycle,Culture Vélo,45.7672621,4.8247285,69005.0
Gentrification - Atelier Vélo,bicycle,Véran des Villes,45.7672567,4.8267576,69005.0
Gentrification - Atelier Vélo,bicycle,Vélonaute Tête d'Or,45.7698798,4.8472441,69006.0
Gentrification - Atelier Vélo,bicycle,Lyon Cycle Chic,45.7496354,4.8440923,69007.0
Gentrification - Atelier Vélo,bicycle,Vélonaute Liberté,45.7566431,4.842593,69003.0
Gentrification - Atelier Vélo,bicycle,Vélos et Compagnie,45.7775456,4.8301122,69004.0
Gentrification - Atelier Vélo,bicycle,Velostrada,45.7572531,4.8417193,69003.0
Gentrification - Atelier Vélo,bicycle,Cycles Blain - Manudany,45.767991,4.8619861,69006.0
Gentrification - Atelier Vélo,bicycle,Vélo Station,45.7672558,4.8252935,69005.0
Gentrification - Atelier Vélo,bicycle,Cyclexperts,45.7354849,4.8534583,69008.0
Gentrification - Atelier Vélo,bicycle,Cyclable Jean Jaurès,45.7526335,4.8460345,69007.0
Gentrification - Atelier Vélo,bicycle,Vélonaute Croix-Rousse,45.7794521,4.8277975,69004.0
Gentrification - Atelier Vélo,bicycle,Eco-triporteur Delano,45.7671337,4.8475117,69006.0
Gentrification - Atelier Vélo,bicycle,Vélonaute Frères Lumière,45.7464727,4.8621429,69008.0
Gentrification - Atelier Vélo,bicycle,Lion à Bicyclette,45.7525538,4.8533453,69003.0
Gentrification - Atelier Vélo,bicycle,Atelier cycle Lyon 3,45.7520069,4.8419229,69007.0
Gentrification - Atelier Vélo,bicycle,Cyclable Foch,45.7698667,4.8433812,69006.0
Gentrification - Atelier Vélo,bicycle,Giant,45.7601097,4.8412542,69003.0
Gentrification - Atelier Vélo,bicycle,Altermove,45.7641975,4.8450618,69006.0
Gentrification - Atelier Vélo,bicycle,Peugeot Cycles,45.7503937,4.8453529,69007.0
Gentrification - Atelier Vélo,bicycle,Cycle Service,45.7453641,4.8462221,69007.0
Gentrification - Atelier Vélo,bicycle,ECOX LYON,45.7639653,4.8451066,69006.0
Gentrification - Atelier Vélo,bicycle,Atelier Vélo Change de Chaîne,45.781507,4.8056633,69009.0
Gentrification - Atelier Vélo,bicycle,Cyclable Croix-Rousse,45.7769695,4.833203,69004.0
Gentrification - Atelier Vélo,bicycle,Méca Vélo,45.7742475,4.8086086,69009.0
Gentrification - Atelier Vélo,bicycle,Véran des Chemins,45.7673577,4.8262644,69005.0
Gentrification - Atelier Vélo,bicycle,Moustache Store by Vélonaute,45.7565659,4.8425985,69003.0
Gentrification - Atelier Vélo,bicycle,Cycles Millot,45.75642,4.8105437,69005.0
Gentrification - Atelier Vélo,bicycle,Grimpeurs Cyclist House,45.7670156,4.8309763,69001.0
Gentrification - Atelier Vélo,bicycle,Etablicyclette,45.764745,4.8437804,69006.0
Gentrification - Atelier Vélo,bicycle,Ambassade Probikeshop,45.7354325,4.8152245,69002.0
Gentrification - Atelier Vélo,bicycle,Baroudeur Cycles - L'Atelier,45.7685635,4.8289429,69001.0
Gentrification - Atelier Vélo,bicycle,Véloterie Fondation AJD,45.7637332,4.8326563,69002.0
Gentrification - Atelier Vélo,bicycle,Cyclable,45.7576089,4.8288278,69002.0
Gentrification - Atelier Vélo,bicycle,Cycles Marchi L'Atelier,45.7545227,4.8264445,69002.0
Gentrification - Atelier Vélo,bicycle,Le Comptoir du Cycle,45.7419643,4.8187872,69002.0
Gentrification - Atelier Vélo,bicycle,Giant,45.7603563,4.8412356,69003.0
Gentrification - Atelier Vélo,bicycle,Repair and run,45.7634992,4.8423597,69003.0
Gentrification - Atelier Vélo,bicycle,Véran des Routes,45.7672765,4.8266361,69005.0
Gentrification - Atelier Vélo,bicycle,Uniques,45.7606659,4.8453647,69003.0
Gentrification - Atelier Vélo,bicycle,Repair and Run,45.764124,4.8450661,69006.0
Gentrification - Atelier Vélo,bicycle,Virvolt,45.7690942,4.8351089,69001.0
Gentrification - Atelier Vélo,bicycle,Dring,45.7578205,4.8523545,69003.0
Gentrification - Atelier Vélo,bicycle,Prestacycles,45.7352257,4.8397282,69007.0
Gentrification - Atelier Vélo,bicycle,Fix&Move,45.7569403,4.8330072,69002.0
Gentrification - Atelier Vélo,bicycle,Holland Bikes,45.7574517,4.8409227,69003.0
Gentrification - Atelier Vélo,bicycle,Les ateliers de l'audace,45.7595083,4.8450789,69003.0
Gentrification - Atelier Vélo,bicycle,Velograma,45.7566388,4.86761,69003.0
Gentrification - Atelier Vélo,bicycle,Cycletic Café-Vélo,45.7636179,4.8645127,69003.0
Gentrification - Atelier Vélo,bicycle,Baroudeur Cycles - Le Magasin,45.768787,4.8293247,69001.0
Gentrification - Atelier Vélo,bicycle,Montcycle,45.753483,4.8921471,69003.0
Gentrification - Atelier Vélo,bicycle,Velcroc,45.7642268,4.8413299,69006.0
Gentrification - Atelier Vélo,bicycle,La 8ème roue,45.7239895,4.876826,69008.0
Gentrification - Atelier Vélo,bicycle,Recyclerie sportive,45.785558,4.7947792,69009.0
Gentrification - Atelier Vélo,bicycle,L'Atelier Vélo,45.7983441,4.8310816,69009.0
Gentrification - Atelier Vélo,bicycle,8 ô vélo,45.7372678,4.8624638,69008.0
Gentrification - Atelier Vélo,bicycle,Holland Bikes,45.7566729,4.8409512,69003.0
Gentrification - Atelier Vélo,bicycle,Epsilon Bikes,45.7377581,4.8720235,69008.0
Gentrification - Atelier Vélo,bicycle,Bicycl'haize,45.7565264,4.8167234,69005.0
Gentrification - Atelier Vélo,bicycle,VéloTech Lyon Ouest,45.7561286,4.8169892,69005.0
Gentrification - Atelier Vélo,bicycle,Bric à Bike,45.7359184,4.8424789,69007.0
Gentrification - Atelier Vélo,bicycle,L'Atelier du Chat Perché,45.7325874,4.8300114,69007.0
Gentrification - Atelier Vélo,bicycle,Le Petit Porteur,45.7543775,4.8266242,69002.0
Gentrification - Atelier Vélo,bicycle,Tournée Cycles (sur rendez-vous),45.7529638,4.8507499,69003.0
Gentrification - Atelier Vélo,bicycle,Lyon à bicyclette,45.7500256,4.85374,69007.0
Gentrification - Atelier Vélo,bicycle,Ovelo,45.7558031,4.8463957,69003.0
Gentrification - Atelier Vélo,bicycle,Roubam,45.7558429,4.8575693,69003.0
Nuisance - École,school,École maternelle Jean Charcot,45.7524686,4.8043258,69005.0
Nuisance - École,school,École maternelle Robert Doisneau,45.7687015,4.828733,69001.0
Nuisance - École,school,École maternelle Paul Painlevé,45.7577725,4.844753,69003.0
Nuisance - École,school,École maternelle Étienne Dolet,45.7575365,4.8507446,69003.0
Nuisance - École,school,Collège privé Aux Lazaristes,45.7607725,4.8262171,69005.0
Nuisance - École,school,École maternelle Jean Mermoz A,45.7349297,4.8866952,69008.0
Nuisance - École,school,Académie d'Art Dentaire,45.736367,4.8369052,69007.0
Nuisance - École,school,École maternelle,45.732377,4.8275489,69007.0
Nuisance - École,school,École privée mixte Saint-Nizier-Tour-Pitrat,45.7645721,4.8325029,69002.0
Nuisance - École,school,École maternelle Marcel Pagnol,45.7354687,4.8250231,69007.0
Nuisance - École,school,École maternelle Lumière,45.7448564,4.8698926,69008.0
Nuisance - École,school,École élémentaire Lumière,45.7447313,4.8705173,69008.0
Nuisance - École,school,École primaire privée Junior School International,45.7340495,4.8772571,69008.0
Nuisance - École,school,École privée Notre-Dame des Anges,45.7374966,4.832794,69007.0
Nuisance - École,school,École élémentaire Marcel Pagnol,45.7356289,4.8251532,69007.0
Nuisance - École,school,Section d'enseignement professionnel du Lycée polyvalent Hector Guimard,45.7460645,4.8576783,69007.0
Nuisance - École,school,École élémentaire Paul Painlevé,45.7573794,4.8448961,69003.0
Nuisance - École,school,Groupe scolaire Lamartine,45.7602348,4.8324795,69002.0
Nuisance - École,school,École maternelle Antoine Charial,45.7585177,4.8647657,69003.0
Nuisance - École,school,École élémentaire Antoine Charial,45.7584968,4.8650692,69003.0
Nuisance - École,school,École primaire privée Notre-Dame de Bellecombe,45.7660292,4.865635,69006.0
Nuisance - École,school,École Nouvelle de La Rize,45.7579037,4.8656296,69003.0
Nuisance - École,school,École primaire privée Saint-Nom de Jésus,45.7661863,4.8531562,69006.0
Nuisance - École,school,École de cirque de Lyon,45.7567064,4.7840938,69005.0
Nuisance - École,school,École élémentaire Alix,45.743805,4.8230425,69002.0
Nuisance - École,school,École primaire Robert Doisneau,45.7687043,4.8281389,69001.0
Nuisance - École,school,École maternelle Jean Gerson,45.7649286,4.8284172,69005.0
Nuisance - École,school,École primaire Jean Gerson,45.765136,4.8281098,69005.0
Nuisance - École,school,École maternelle André Philip,45.7611641,4.8500823,69003.0
Nuisance - École,school,École élémentaire publique André Philip,45.7611758,4.8502434,69003.0
Nuisance - École,school,Séminaire interdiocésain Saint-Irénée,45.7615841,4.8205882,69005.0
Nuisance - École,school,École maternelle Olympe de Gouges,45.7278137,4.8837744,69008.0
Nuisance - École,school,Lycée professionnel privé Saint-Marc,45.755064,4.8284174,69002.0
Nuisance - École,school,École primaire privée Chevreul Sainte-Croix,45.7511825,4.8305174,69002.0
Nuisance - École,school,École technologique privée de Condé,45.7518498,4.8244065,69002.0
Nuisance - École,school,École primaire publique Lucie Aubrac,45.7541027,4.8288314,69002.0
Nuisance - École,school,École technologique privée Supdemod,45.7567478,4.8345027,69002.0
Nuisance - École,school,École privée Silvya Terrade - International Silvya Terrade,45.7653549,4.8542693,69006.0
Nuisance - École,school,Lycée professionnel privé Japy,45.7680029,4.8375461,69001.0
Nuisance - École,school,École maternelle Michel Servet,45.7720076,4.8366397,69001.0
Nuisance - École,school,Lycée professionnel privé Jamet Buffereau,45.7725761,4.8231477,69001.0
Nuisance - École,school,École primaire Saint-Louis - Saint-Bruno,45.772307,4.8234743,69001.0
Nuisance - École,school,Lycée général et technologique privé Institution des Chartreux,45.7714107,4.822789,69001.0
Nuisance - École,school,École primaire privée Institution des Chartreux,45.7705084,4.8227152,69001.0
Nuisance - École,school,École maternelle Les Gémeaux,45.7505996,4.7906978,69005.0
Nuisance - École,school,École élémentaire Les Gémeaux,45.7509215,4.7901023,69005.0
Nuisance - École,school,Collège privé Deborde,45.7665989,4.855402,69006.0
Nuisance - École,school,Collège-Lycée privé Deborde,45.7666483,4.8554359,69006.0
Nuisance - École,school,École maternelle J. Couty,45.7677376,4.8531383,69006.0
Nuisance - École,school,École primaire privée Montessori de Lyon,45.7668947,4.8516064,69006.0
Nuisance - École,school,Lycée professionnel privé de Coiffure de Lyon,45.7764395,4.8272717,69004.0
Nuisance - École,school,Section d'enseignement professionnel du Lycée polyvalent privé Jehanne de France,45.7692448,4.8033918,69009.0
Nuisance - École,school,École maternelle Georges Lapierre,45.7806866,4.8393746,69004.0
Nuisance - École,school,École maternelle Jean Zay,45.7672461,4.8031091,69009.0
Nuisance - École,school,École maternelle Maurice Carême,45.7724061,4.7948048,69009.0
Nuisance - École,school,École maternelle Commandant Arnaud,45.7792754,4.8348844,69004.0
Nuisance - École,school,École élémentaire Georges Lapierre,45.7798861,4.8395933,69004.0
Nuisance - École,school,École élémentaire Jean Zay,45.7671511,4.8012472,69009.0
Nuisance - École,school,École élémentaire Commandant Arnaud,45.7793004,4.8352638,69004.0
Nuisance - École,school,École professionnelle privée Atelier d'Apprentissage de Gorge de Loup,45.7670826,4.797971,69009.0
Nuisance - École,school,École secondaire privée Bienheureux François de Fatima,45.7690903,4.7974231,69009.0
Nuisance - École,school,Collège privé Notre-Dame des Minimes,45.759244,4.7895956,69005.0
Nuisance - École,school,Lycée général et technologique privé Notre-Dame des Minimes,45.7589268,4.7891703,69005.0
Nuisance - École,school,École maternelle Hector Berlioz,45.764789,4.7930963,69009.0
Nuisance - École,school,École élémentaire Hector Berlioz,45.7642692,4.7931252,69009.0
Nuisance - École,school,École primaire privée Notre-Dame des Minimes,45.75774,4.7900215,69005.0
Nuisance - École,school,École maternelle Les Battières,45.7524611,4.7810866,69005.0
Nuisance - École,school,École élémentaire Diderot,45.756491,4.7854431,69005.0
Nuisance - École,school,École primaire privée Notre-Dame de l'Annonciation,45.7785592,4.8037168,69009.0
Nuisance - École,school,École maternelle privée bilingue Junior School,45.734142,4.8769844,69008.0
Nuisance - École,school,École primaire privée Arménienne Markarian Papazian,45.7544215,4.8523291,69003.0
Nuisance - École,school,École primaire privée Immaculée-Conception,45.7608774,4.8467101,69003.0
Nuisance - École,school,École primaire privée Saint-Sacrement,45.7580064,4.8519697,69003.0
Nuisance - École,school,École maternelle Anatole France,45.7527898,4.8883687,69003.0
Nuisance - École,school,École primaire Anatole France,45.7532145,4.8883894,69003.0
Nuisance - École,school,École maternelle Diderot,45.756619,4.7856092,69005.0
Nuisance - École,school,ÉbulliScience,45.7283704,4.883955,69008.0
Nuisance - École,school,Lycée professionnel privé Carrel,45.7661945,4.8497483,69006.0
Nuisance - École,school,Lycée Technologique privé Carrel,45.7662619,4.8497378,69006.0
Nuisance - École,school,Lycée technologique privé Don Bosco,45.7519102,4.8190037,69005.0
Nuisance - École,school,Lycée technologique privé ICOF,45.7497734,4.8135459,69005.0
Nuisance - École,school,École 2d Degré Professionnelle Privée Elea Presqu'Île,45.752119,4.8246922,69002.0
Nuisance - École,school,École primaire privée Providence des Trinitaires,45.7736417,4.8189786,69004.0
Nuisance - École,school,École des Enfants Intellectuels Précoces de Lyon,45.745851,4.8378751,69007.0
Nuisance - École,school,École maternelle Irène Joliot-Curie,45.7560656,4.7940383,69005.0
Nuisance - École,school,École maternelle Fulchiron,45.7571958,4.8251616,69005.0
Nuisance - École,school,École primaire privée Notre-Dame du Point du Jour,45.7555884,4.7969729,69005.0
Nuisance - École,school,École primaire privée Saint-Jean,45.7608015,4.826085,69005.0
Nuisance - École,school,École primaire privée Sainte-Ursule,45.7526045,4.8124408,69005.0
Nuisance - École,school,École primaire privée,45.7783791,4.8273463,69004.0
Nuisance - École,school,École élémentaire Joliot Curie,45.7558278,4.7942072,69005.0
Nuisance - École,school,École élémentaire Fulchiron,45.7573412,4.8252798,69005.0
Nuisance - École,school,Lycée professionnel Diderot,45.7696738,4.8224,69001.0
Nuisance - École,school,Cité scolaire Antoine de Saint-Exupéry,45.7802276,4.8220703,69004.0
Nuisance - École,school,Collège Jean Monnet - Annexe,45.7546888,4.8278497,69002.0
Nuisance - École,school,École Charles de Foucauld,45.7521976,4.8764288,69003.0
Nuisance - École,school,École primaire La Sauvagère,45.7956067,4.8240285,69009.0
